日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/12/02,708835.0,56832277,80.3,80.7,79.7,80.1,-0.6,499.0
102/12/03,707513.0,56591217,79.5,80.4,79.5,79.5,-0.6,588.0
102/12/04,1359555.0,109139238,79.0,80.6,79.0,80.1,0.6,855.0
102/12/05,633454.0,50456490,80.9,80.9,79.3,79.7,-0.4,501.0
102/12/06,486485.0,38558215,79.7,79.9,78.8,78.8,-0.9,300.0
102/12/09,1578975.0,127419269,80.0,81.0,79.9,81.0,2.2,1124.0
102/12/10,684129.0,55303592,81.0,81.0,80.2,81.0,0.0,500.0
102/12/11,1159521.0,94027391,81.0,81.5,80.7,81.0,0.0,758.0
102/12/12,927326.0,73990410,80.7,80.7,79.1,79.5,-1.5,565.0
102/12/13,790887.0,63700412,79.6,81.0,79.6,80.8,1.3,525.0
102/12/16,756058.0,60325677,80.3,80.4,79.5,79.6,-1.2,588.0
102/12/17,810924.0,64428483,80.3,80.3,79.1,79.1,-0.5,593.0
102/12/18,832512.0,66871557,79.8,80.6,79.5,80.6,1.5,619.0
102/12/19,962484.0,77948152,80.8,81.4,80.6,81.1,0.5,604.0
102/12/20,1067564.0,85582541,81.1,81.1,79.8,79.8,-1.3,723.0
102/12/23,826212.0,65945810,79.8,80.4,79.6,79.9,0.1,586.0
102/12/24,902119.0,72625826,79.6,80.7,79.6,80.5,0.6,692.0
102/12/25,651999.0,52511415,80.0,80.9,79.9,80.5,0.0,444.0
102/12/26,194901.0,15634280,80.5,80.5,80.0,80.1,-0.4,173.0
102/12/27,1361724.0,110360068,80.1,81.4,79.6,81.3,1.2,918.0
102/12/30,1366895.0,111651724,81.5,82.0,80.8,82.0,0.7,900.0
102/12/31,663775.0,54271280,81.9,82.0,81.2,81.8,-0.2,448.0
