日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/01/02,542792.0,43912568,81.5,81.5,80.5,81.1,-0.7,395.0
103/01/03,1245104.0,99966696,81.4,81.4,79.7,80.0,-1.1,850.0
103/01/06,1204740.0,96801836,79.6,81.0,79.6,81.0,1.0,722.0
103/01/07,1489562.0,121264048,80.2,81.8,80.2,81.1,0.1,935.0
103/01/08,2493755.0,204908927,81.8,82.8,81.2,81.9,0.8,1701.0
103/01/09,2832497.0,235120349,82.5,83.8,81.3,82.6,0.7,1974.0
103/01/10,2938504.0,239449324,84.0,84.0,80.7,81.0,-1.6,1982.0
103/01/13,1971419.0,163297743,81.6,83.2,81.6,83.1,2.1,1191.0
103/01/14,1647039.0,136272888,83.0,83.9,81.9,82.0,-1.1,1027.0
103/01/15,2060718.0,167769158,82.0,82.5,81.0,81.1,-0.9,1207.0
103/01/16,1133710.0,92167329,81.6,82.3,80.8,81.1,0.0,889.0
103/01/17,153349382.0,11825260059,79.5,80.0,78.7,79.3,-1.8,3285.0
103/01/20,12754911.0,979657810,77.6,77.6,76.5,76.7,-2.6,5726.0
103/01/21,6711367.0,513829361,76.8,77.4,76.8,76.8,0.1,3088.0
103/01/22,7217142.0,559534940,77.1,78.0,77.1,77.7,0.9,3040.0
103/01/23,6264816.0,482268007,77.7,77.9,76.7,76.7,-1.0,2875.0
103/01/24,4322176.0,331546426,76.7,77.0,76.3,76.5,-0.2,2584.0
103/01/27,6474087.0,491907552,76.9,76.9,75.3,76.2,-0.3,2935.0
