日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/10/01,9037748.0,872198476,99.0,99.0,95.0,96.8,-2.4,5305.0
110/10/04,4635288.0,454336042,99.0,99.7,96.9,97.4,0.6,2938.0
110/10/05,13612864.0,1348544916,98.5,100.5,98.0,98.9,1.5,5687.0
110/10/06,10878568.0,1090202038,101.5,101.5,98.4,101.5,2.6,5738.0
110/10/07,7894978.0,800337977,101.0,103.0,100.0,102.0,0.5,4773.0
110/10/08,4279740.0,431276057,102.5,103.0,99.8,101.5,-0.5,2280.0
110/10/12,4650771.0,471892331,101.0,102.5,100.0,102.0,0.5,2771.0
110/10/13,6801003.0,706305149,102.5,105.0,102.5,103.0,1.0,3980.0
110/10/14,3913851.0,396361068,104.0,104.0,100.0,101.0,-2.0,3109.0
110/10/15,3784171.0,387907336,101.5,103.5,100.5,103.0,2.0,2142.0
110/10/18,6030126.0,630760585,104.0,106.0,103.5,105.0,2.0,3057.0
110/10/19,4892633.0,511891724,106.0,106.0,104.0,104.5,-0.5,2689.0
110/10/20,3641979.0,378698809,106.0,106.0,103.0,104.0,-0.5,2335.0
110/10/21,3700255.0,385669708,104.5,105.0,103.5,103.5,-0.5,1363.0
110/10/22,3149501.0,320312299,102.5,103.0,101.0,101.5,-2.0,1505.0
110/10/25,3449606.0,355423312,102.5,104.0,102.0,103.5,2.0,2076.0
110/10/26,6129502.0,633870730,104.0,104.0,102.5,103.5,0.0,1434.0
110/10/27,1929907.0,199600298,103.5,104.0,102.5,104.0,0.5,1167.0
110/10/28,3611471.0,370054150,103.5,104.0,101.5,102.0,-2.0,1621.0
110/10/29,3028175.0,304440397,102.0,102.0,100.0,100.0,-2.0,1613.0
