日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/05/02,802141.0,61237123,76.8,76.8,76.1,76.5,0.6,642.0
103/05/05,1018720.0,77590242,76.5,76.8,75.8,76.0,-0.5,747.0
103/05/06,1158676.0,87584466,76.0,76.0,75.2,75.8,-0.2,942.0
103/05/07,1413735.0,106443262,75.0,76.7,75.0,75.4,-0.4,1045.0
103/05/08,882460.0,66550378,75.5,75.9,75.1,75.8,0.4,635.0
103/05/09,1144396.0,86449630,75.9,76.0,75.1,76.0,0.2,865.0
103/05/12,575470.0,43436434,75.8,75.9,75.1,75.9,-0.1,436.0
103/05/13,1299459.0,98834791,75.9,76.5,75.6,76.2,0.3,771.0
103/05/14,2172791.0,165004728,76.0,76.5,75.4,75.9,-0.3,1182.0
103/05/15,1437990.0,108104450,75.9,75.9,74.8,75.1,-0.8,897.0
103/05/16,2221091.0,164809876,75.1,75.1,73.9,74.2,-0.9,1339.0
103/05/19,1875091.0,138552634,74.2,74.4,73.6,74.0,-0.2,1094.0
103/05/20,1839772.0,135459314,74.0,74.1,73.1,73.5,-0.5,782.0
103/05/21,2326013.0,170660543,74.0,74.0,73.0,73.1,-0.4,1242.0
103/05/22,1813381.0,133448434,73.1,74.0,73.1,73.8,0.7,1027.0
103/05/23,1511024.0,111635160,73.5,74.0,73.5,74.0,0.2,969.0
103/05/26,1032359.0,76266987,74.0,74.1,73.7,73.9,-0.1,706.0
103/05/27,1479246.0,109754104,74.1,74.9,73.8,74.0,0.1,872.0
103/05/28,3813694.0,282477456,74.0,74.6,73.7,74.0,0.0,1700.0
103/05/29,2104616.0,155611484,74.1,74.3,73.7,73.8,-0.2,1241.0
103/05/30,2358569.0,173451198,74.2,74.2,73.3,73.3,-0.5,1053.0
