日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/01/02,2462464.0,215303337,86.0,88.0,85.5,88.0,2.0,1547.0
102/01/03,1639745.0,144334160,88.5,88.5,87.1,88.5,0.5,1074.0
102/01/04,2318100.0,202329546,87.5,88.0,86.5,88.0,-0.5,1127.0
102/01/07,3119387.0,267601026,87.6,87.6,85.3,85.6,-2.4,1591.0
102/01/08,2768091.0,233274444,85.6,85.9,83.5,84.5,-1.1,1781.0
102/01/09,1540630.0,130520911,84.0,85.5,83.8,85.3,0.8,1044.0
102/01/10,2806033.0,241333616,86.0,86.8,85.0,86.0,0.7,1495.0
102/01/11,1922919.0,166749875,86.0,87.2,85.9,87.2,1.2,1061.0
102/01/14,1524260.0,130066560,86.4,86.4,84.4,86.2,-1.0,994.0
102/01/15,1054830.0,90112379,86.2,86.2,85.0,85.6,-0.6,696.0
102/01/16,3070118.0,257884951,86.3,86.3,83.2,83.2,-2.4,1925.0
102/01/17,1566425.0,130359675,84.5,84.5,82.6,83.3,0.1,1089.0
102/01/18,1094830.0,92640014,84.5,85.1,83.7,85.1,1.8,757.0
102/01/21,773016.0,65188336,85.1,85.1,83.8,84.1,-1.0,528.0
102/01/22,631489.0,53267068,85.0,85.0,83.8,84.6,0.5,316.0
102/01/23,941010.0,79491839,84.6,84.8,84.2,84.4,-0.2,631.0
102/01/24,1907073.0,158255059,84.1,84.1,82.4,83.0,-1.4,1245.0
102/01/25,2996534.0,245094888,83.0,83.0,81.1,81.5,-1.5,1888.0
102/01/28,986852.0,81149571,81.0,83.0,81.0,83.0,1.5,661.0
102/01/29,1138761.0,94552437,83.5,83.5,82.5,83.5,0.5,880.0
102/01/30,2489147.0,208043000,83.5,84.0,82.7,83.7,0.2,1376.0
102/01/31,2467492.0,206279720,84.8,85.1,83.1,85.1,1.4,1252.0
