日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
100/11/01,3829030.0,370009380,93.1,99.5,93.1,96.5,1.9,2038.0
100/11/02,2298523.0,218582990,94.6,96.0,94.3,95.9,-0.6,1292.0
100/11/03,2089639.0,197155217,96.9,96.9,93.4,94.8,-1.1,1288.0
100/11/04,4340885.0,423954245,96.5,99.0,95.9,97.5,2.7,2093.0
100/11/07,1790208.0,174824811,97.5,98.2,96.4,97.6,0.1,878.0
100/11/08,1431449.0,138800327,97.6,97.9,96.4,97.0,-0.6,742.0
100/11/09,907333.0,88109492,97.3,97.9,96.5,96.6,-0.4,617.0
100/11/10,1828423.0,172632039,95.5,96.0,93.0,93.5,-3.1,1025.0
100/11/11,2072358.0,195231407,94.5,95.7,92.2,94.2,0.7,1056.0
100/11/14,2412841.0,235207803,95.0,98.0,95.0,97.9,3.7,1447.0
100/11/15,3379703.0,333088038,97.0,99.3,96.7,99.3,1.4,1794.0
100/11/16,1516296.0,148361912,99.0,99.5,96.8,97.5,-1.8,968.0
100/11/17,1355348.0,130861572,96.0,97.3,95.1,96.7,-0.8,802.0
100/11/18,2224713.0,210010071,95.2,96.0,93.8,93.8,-2.9,1116.0
100/11/21,2154806.0,199126393,91.8,93.8,90.2,93.3,-0.5,1246.0
100/11/22,2667405.0,251457670,92.7,95.5,92.6,94.5,1.2,1225.0
100/11/23,2469496.0,225905631,94.1,94.6,90.3,91.2,-3.3,1481.0
100/11/24,4208706.0,394385139,91.2,95.6,90.5,92.8,1.6,2189.0
100/11/25,3047601.0,283331245,93.5,94.5,91.2,92.6,-0.2,1528.0
100/11/28,1525305.0,141750440,92.8,94.0,92.0,93.0,0.4,757.0
100/11/29,1789413.0,168888488,94.0,95.3,92.6,95.3,2.3,1168.0
100/11/30,3244820.0,303704619,95.0,95.0,92.1,93.7,-1.6,1723.0
