日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/09/01,3824876.0,278707251,72.5,73.4,72.0,72.5,-0.4,2031.0
104/09/02,3948641.0,281711170,71.4,72.5,70.5,71.2,-1.3,2320.0
104/09/03,1950294.0,139790838,72.3,72.3,70.8,71.9,0.7,1537.0
104/09/04,2858568.0,207806364,71.3,73.3,71.3,73.3,1.4,1885.0
104/09/07,1550537.0,112403453,73.0,73.5,71.6,72.2,-1.1,982.0
104/09/08,1035890.0,74673067,71.9,72.7,71.2,72.3,0.1,727.0
104/09/09,2884759.0,213483590,73.3,74.7,73.1,74.5,2.2,1550.0
104/09/10,2339133.0,173973431,74.0,75.0,73.9,75.0,0.5,1388.0
104/09/11,2039416.0,150966462,74.2,74.6,73.6,74.2,-0.8,1487.0
104/09/14,2004186.0,148146304,74.2,74.2,73.6,74.0,-0.2,1078.0
104/09/15,1663707.0,124149909,74.0,75.0,73.6,74.8,0.8,1087.0
104/09/16,1912726.0,143305484,74.7,75.2,74.5,75.0,0.2,1084.0
104/09/17,6209194.0,480606596,75.5,77.9,75.4,77.0,2.0,3067.0
104/09/18,2764032.0,209107198,77.0,77.0,74.9,75.2,-1.8,987.0
104/09/21,4859974.0,364998850,74.6,75.4,74.5,75.0,-0.2,2324.0
104/09/22,2558882.0,196552914,76.4,77.5,75.2,77.4,2.4,1495.0
104/09/23,1989926.0,151074828,75.8,76.4,75.5,75.9,-1.5,1225.0
104/09/24,1798580.0,137193452,76.1,77.0,75.6,75.7,-0.2,1209.0
104/09/25,1435894.0,109092764,77.0,77.0,75.5,75.7,0.0,821.0
104/09/30,4818469.0,373825382,75.4,78.3,75.2,78.3,2.6,2487.0
