日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/04/05,7385595.0,272791615,36.4,37.2,36.4,37.05,0.75,3091.0
106/04/06,5074098.0,189024716,37.2,37.45,37.1,37.3,0.25,2430.0
106/04/07,3786727.0,139563512,36.95,37.25,36.5,37.15,-0.15,1496.0
106/04/10,978271.0,36190027,37.15,37.15,36.85,37.0,-0.15,619.0
106/04/11,3063366.0,113436504,37.0,37.3,36.9,36.9,-0.1,1280.0
106/04/12,4321948.0,159601983,37.25,37.5,36.7,36.85,-0.05,1886.0
106/04/13,2235480.0,82362900,36.9,37.05,36.75,36.75,-0.1,1101.0
106/04/14,2230761.0,81582255,36.6,36.75,36.4,36.5,-0.25,1074.0
106/04/17,2460829.0,89759637,36.65,36.7,36.35,36.5,0.0,1750.0
106/04/18,3836886.0,139789711,36.6,36.65,36.25,36.45,-0.05,1509.0
106/04/19,0.0,0,,,,,,0.0
106/04/20,0.0,0,,,,,0.0,0.0
106/04/21,15672983.0,562422150,36.45,37.1,35.35,35.6,,5589.0
106/04/24,10227016.0,373260608,35.8,37.3,35.75,36.25,0.65,4300.0
106/04/25,11861031.0,422718651,36.2,36.2,35.45,35.55,-0.7,5519.0
106/04/26,9700088.0,346007783,35.65,35.85,35.5,35.65,0.1,3414.0
106/04/27,8224979.0,290243541,35.55,35.65,35.1,35.3,-0.35,3574.0
106/04/28,6574387.0,231174053,35.3,35.3,35.05,35.1,-0.2,2876.0
