日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/12/01,1859756.0,16721614,8.83,9.12,8.81,9.06,0.17,666.0
105/12/02,785551.0,7110409,9.15,9.15,8.99,9.02,-0.04,421.0
105/12/05,322294.0,2883797,9.03,9.04,8.88,8.88,-0.14,228.0
105/12/06,556381.0,4934335,8.93,8.94,8.81,8.84,-0.04,259.0
105/12/07,548806.0,4828996,8.76,8.9,8.76,8.78,-0.06,221.0
105/12/08,285523.0,2517353,8.82,8.86,8.79,8.83,0.05,170.0
105/12/09,179198.0,1578217,8.83,8.84,8.79,8.8,-0.03,130.0
105/12/12,331431.0,2916018,8.75,8.89,8.75,8.81,0.01,176.0
105/12/13,240163.0,2115949,8.82,8.85,8.78,8.85,0.04,129.0
105/12/14,122004.0,1077788,8.85,8.86,8.8,8.85,0.0,86.0
105/12/15,118004.0,1040841,8.85,8.85,8.8,8.83,-0.02,77.0
105/12/16,514715.0,4516240,8.83,8.86,8.73,8.73,-0.1,424.0
105/12/19,154015.0,1341943,8.75,8.76,8.68,8.69,-0.04,99.0
105/12/20,145949.0,1265471,8.67,8.71,8.65,8.67,-0.02,95.0
105/12/21,176761.0,1536607,8.67,8.74,8.67,8.72,0.05,137.0
105/12/22,88088.0,763876,8.67,8.7,8.66,8.7,-0.02,57.0
105/12/23,51366.0,446620,8.67,8.72,8.67,8.72,0.02,37.0
105/12/26,47117.0,411823,8.72,8.75,8.72,8.75,0.03,39.0
105/12/27,95532.0,834944,8.73,8.78,8.71,8.71,-0.04,84.0
105/12/28,145649.0,1272298,8.76,8.77,8.72,8.73,0.02,85.0
105/12/29,77057.0,673773,8.75,8.77,8.72,8.73,0.0,67.0
105/12/30,0.0,0,,,,,,0.0
