日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/02/11,391576.0,4841601,12.3,12.4,12.3,12.4,0.15,185.0
108/02/12,369620.0,4577627,12.4,12.45,12.35,12.4,0.0,198.0
108/02/13,356759.0,4423380,12.45,12.45,12.35,12.4,0.0,191.0
108/02/14,2210798.0,27886666,12.4,12.75,12.35,12.75,0.35,677.0
108/02/15,3266871.0,42962192,12.8,13.5,12.8,13.1,0.35,1476.0
108/02/18,1342085.0,17698928,13.1,13.4,13.0,13.1,0.0,629.0
108/02/19,1104964.0,14320072,13.15,13.2,12.8,12.85,-0.25,499.0
108/02/20,767076.0,9941016,12.9,13.1,12.9,12.9,0.05,382.0
108/02/21,570622.0,7395008,12.95,13.05,12.85,13.0,0.1,300.0
108/02/22,447546.0,5798821,13.0,13.05,12.9,13.0,0.0,206.0
108/02/25,670238.0,8827331,13.1,13.25,13.05,13.25,0.25,376.0
108/02/26,1455008.0,19556199,13.4,13.7,13.3,13.3,0.05,672.0
108/02/27,615941.0,8217557,13.45,13.5,13.15,13.4,0.1,311.0
