日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/10/02,1643356.0,17661711,10.8,10.85,10.65,10.75,0.0,537.0
112/10/03,3511781.0,37986344,10.75,10.95,10.7,10.75,0.0,841.0
112/10/04,1625393.0,17488901,10.8,10.85,10.7,10.75,0.0,487.0
112/10/05,1365475.0,14799677,10.8,10.9,10.8,10.85,0.1,484.0
112/10/06,7099497.0,79566290,10.85,11.55,10.85,11.2,0.35,2338.0
112/10/11,2884001.0,32171509,11.3,11.4,11.0,11.05,-0.15,1078.0
112/10/12,1755746.0,19286289,11.05,11.1,10.9,11.0,-0.05,665.0
112/10/13,1433818.0,15899613,11.0,11.25,11.0,11.05,0.05,615.0
112/10/16,1971794.0,21919990,11.15,11.25,11.0,11.1,0.05,655.0
112/10/17,1682768.0,18742550,11.15,11.25,11.0,11.0,-0.1,577.0
112/10/18,3186667.0,34698638,11.0,11.1,10.75,10.8,-0.2,969.0
112/10/19,1890271.0,19730970,10.35,10.55,10.25,10.45,-0.3500000000000014,650.0
112/10/20,1210553.0,12483556,10.45,10.45,10.25,10.35,-0.1,443.0
112/10/23,1462270.0,15000650,10.3,10.4,10.2,10.2,-0.15,551.0
112/10/24,843138.0,8604914,10.2,10.25,10.15,10.15,-0.05,319.0
112/10/25,952595.0,9834781,10.2,10.4,10.2,10.35,0.2,332.0
112/10/26,517738.0,5341603,10.3,10.4,10.25,10.3,-0.05,209.0
112/10/27,624917.0,6431671,10.3,10.35,10.25,10.3,0.0,298.0
112/10/30,451383.0,4631775,10.3,10.3,10.2,10.25,-0.05,210.0
112/10/31,978818.0,10062485,10.25,10.4,10.2,10.2,-0.05,342.0
