日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/09/01,4671237.0,129137983,28.25,28.25,27.5,27.5,-0.85,2690.0
105/09/02,2084079.0,57362612,27.6,27.7,27.3,27.5,0.0,1164.0
105/09/05,1407629.0,39429701,27.6,28.25,27.6,27.85,0.35,956.0
105/09/06,2868926.0,81695034,27.9,28.7,27.9,28.65,0.8,1435.0
105/09/07,2195504.0,63237378,28.8,29.0,28.65,28.85,0.2,1227.0
105/09/08,2141258.0,60523635,28.7,28.7,28.2,28.2,-0.65,1357.0
105/09/09,2539790.0,70442395,28.0,28.0,27.65,27.65,-0.55,1314.0
105/09/10,1646385.0,44991945,27.3,27.45,27.3,27.3,-0.35,842.0
105/09/12,4819492.0,128718004,27.05,27.05,26.6,26.6,-0.7,2349.0
105/09/13,5290973.0,140088326,26.6,26.85,26.3,26.35,-0.25,2350.0
105/09/14,6181686.0,163719836,26.3,26.7,26.2,26.6,0.25,2019.0
105/09/19,6028696.0,158446333,26.8,26.9,25.85,26.5,-0.1,2659.0
105/09/20,1948192.0,51461359,26.45,26.6,26.3,26.3,-0.2,842.0
105/09/21,3236178.0,86747510,26.35,27.1,26.3,27.1,0.8,1805.0
105/09/22,4239521.0,116333662,27.65,27.75,27.15,27.3,0.2,1926.0
105/09/23,4608384.0,126236656,27.5,27.55,27.1,27.4,0.1,2403.0
105/09/26,2215006.0,60652755,27.4,27.45,27.3,27.3,-0.1,876.0
105/09/29,4838622.0,134837666,27.75,28.0,27.5,28.0,0.7,2633.0
105/09/30,3861537.0,106098008,27.9,27.95,27.1,27.4,-0.6,1461.0
