日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/07/01,10146275.0,447713042,43.85,44.4,43.85,44.2,0.4,3917.0
111/07/04,7737993.0,340041642,44.1,44.3,43.55,43.9,-0.3,4069.0
111/07/05,7602670.0,336246790,44.2,44.4,43.9,44.3,0.4,3530.0
111/07/06,5366489.0,236685208,44.35,44.55,43.85,44.1,-0.2,2460.0
111/07/07,4999329.0,219811103,44.1,44.3,43.75,43.85,-0.25,2617.0
111/07/08,4698097.0,205719219,43.8,44.0,43.6,43.85,0.0,2351.0
111/07/11,2528077.0,111072005,43.95,44.15,43.7,44.05,0.2,1484.0
111/07/12,4977228.0,217629840,43.8,44.0,43.6,43.7,-0.35,2615.0
111/07/13,6363477.0,280448401,44.0,44.25,43.8,44.2,0.5,2522.0
111/07/14,5728739.0,252533011,44.15,44.45,43.6,44.15,-0.05,2316.0
111/07/15,9607409.0,416681971,44.0,44.2,42.9,43.0,-1.15,4459.0
111/07/18,9410074.0,410136185,43.3,43.95,42.7,43.95,0.95,3296.0
111/07/19,12820780.0,567273461,43.85,44.55,43.7,44.1,0.15,4415.0
111/07/20,9913814.0,437753088,44.25,44.4,43.9,44.05,-0.05,2729.0
111/07/21,11351824.0,502113093,44.1,44.5,43.85,44.5,0.45,2853.0
111/07/22,10983902.0,489644624,44.5,44.85,44.25,44.85,0.35,3273.0
111/07/25,12375255.0,554725360,44.55,44.95,44.5,44.9,0.05,2584.0
111/07/26,10770830.0,481031168,44.75,44.75,44.35,44.65,-0.25,2123.0
111/07/27,14595855.0,649486345,44.65,44.65,44.4,44.45,-0.2,3998.0
111/07/28,21948471.0,899618498,40.9,41.2,40.2,40.5,-3.950000000000003,9104.0
111/07/29,12461261.0,514247146,41.0,41.45,40.8,41.45,0.95,4339.0
