日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/08/01,151100.0,10277600,67.4,68.5,67.4,67.5,-0.8,101.0
108/08/02,144039.0,9556294,66.9,66.9,66.0,66.0,-1.5,124.0
108/08/05,112035.0,7363310,65.8,66.5,65.0,65.0,-1.0,102.0
108/08/06,137002.0,8802436,64.4,64.9,63.6,64.7,-0.3,114.0
108/08/07,35508.0,2303061,65.0,65.4,64.5,64.5,-0.2,51.0
108/08/08,67001.0,4324665,64.0,65.0,64.0,64.3,-0.2,63.0
108/08/12,60100.0,3853050,64.3,64.6,63.9,63.9,-0.4,55.0
108/08/13,144020.0,9075240,63.5,63.6,62.5,63.1,-0.8,130.0
108/08/14,826902.0,54297781,63.8,68.0,63.8,68.0,4.9,466.0
108/08/15,335519.0,22457326,66.5,67.3,66.1,67.2,-0.8,291.0
108/08/16,549056.0,37062308,67.5,67.9,67.1,67.6,0.4,379.0
108/08/19,266038.0,18013090,67.9,68.2,67.2,67.6,0.0,221.0
108/08/20,541304.0,36912435,68.0,68.8,67.5,67.7,0.1,446.0
108/08/21,294211.0,19904348,68.4,68.4,67.4,67.5,-0.2,231.0
108/08/22,198004.0,13373869,68.0,68.3,67.0,67.1,-0.4,153.0
108/08/23,141016.0,9465472,67.2,67.5,66.6,66.8,-0.3,128.0
108/08/26,146079.0,9504956,65.4,66.0,64.7,64.8,-2.0,154.0
108/08/27,211183.0,13677295,65.0,65.5,64.4,64.4,-0.4,182.0
108/08/28,251006.0,16527096,66.4,66.4,65.0,65.9,1.5,191.0
108/08/29,282302.0,18960404,66.4,67.6,66.4,67.3,1.4,241.0
108/08/30,389018.0,26587828,67.8,69.0,67.6,67.9,0.6,333.0
