日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/12/03,914322.0,69250338,75.0,76.7,75.0,76.3,2.9,703.0
107/12/04,565082.0,43357896,77.0,77.7,75.2,76.4,0.1,462.0
107/12/05,487341.0,37066059,75.4,77.2,74.7,77.2,0.8,400.0
107/12/06,814195.0,61548625,77.1,77.6,73.2,73.2,-4.0,607.0
107/12/07,379001.0,28245275,74.2,75.1,74.0,74.0,0.8,320.0
107/12/10,454049.0,33673384,73.6,74.9,73.3,74.2,0.2,391.0
107/12/11,1766110.0,136966054,75.6,79.2,75.3,77.1,2.9,1295.0
107/12/12,806014.0,63294506,78.5,79.4,77.8,78.2,1.1,656.0
107/12/13,649041.0,50768655,78.4,79.4,77.2,77.7,-0.5,528.0
107/12/14,387100.0,29859409,78.2,78.2,76.2,77.2,-0.5,304.0
107/12/17,1465306.0,116187249,77.9,80.4,77.5,79.7,2.5,1128.0
107/12/18,471051.0,36941835,78.8,79.1,77.7,78.1,-1.6,432.0
107/12/19,436052.0,34104923,78.1,78.8,77.4,78.7,0.6,336.0
107/12/20,427005.0,32850715,78.6,78.6,75.6,75.9,-2.8,312.0
107/12/21,461006.0,34990874,76.4,76.5,74.7,75.9,0.0,380.0
107/12/22,97029.0,7382234,75.5,76.8,75.5,76.8,0.9,83.0
107/12/24,208007.0,16043775,76.8,77.5,76.3,77.2,0.4,188.0
107/12/25,240024.0,18078892,76.1,76.1,74.7,75.0,-2.2,214.0
107/12/26,244010.0,18145250,75.2,75.6,73.1,73.1,-1.9,198.0
107/12/27,506007.0,38051460,74.6,76.0,73.7,75.2,2.1,350.0
107/12/28,353010.0,26646020,75.2,75.9,75.1,75.1,-0.1,223.0
