日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/12/01,134437.0,6847498,50.5,51.5,50.4,51.4,0.6,118.0
110/12/02,84238.0,4325216,51.5,51.6,51.0,51.0,-0.4,81.0
110/12/03,64525.0,3305825,51.4,51.4,51.1,51.3,0.3,86.0
110/12/06,231014.0,11996221,51.3,52.3,51.2,52.1,0.8,131.0
110/12/07,174924.0,9237329,52.8,53.5,52.5,52.9,0.8,230.0
110/12/08,217855.0,11602466,53.0,53.6,52.9,53.6,0.7,192.0
110/12/09,63459.0,3390454,54.1,54.1,53.2,53.2,-0.4,66.0
110/12/10,417955.0,22667346,54.0,54.8,53.2,54.7,1.5,360.0
110/12/13,671262.0,37459897,54.7,57.8,54.2,57.6,2.9,407.0
110/12/14,782263.0,44415612,57.4,57.6,55.8,55.8,-1.8,493.0
110/12/15,584045.0,33035063,55.8,57.0,55.8,55.9,0.1,451.0
110/12/16,248559.0,13952675,56.5,56.9,55.7,56.0,0.1,233.0
110/12/17,297262.0,16257651,56.0,56.0,53.9,53.9,-2.1,236.0
110/12/20,148168.0,7974411,53.8,54.5,53.4,53.6,-0.3,105.0
110/12/21,60330.0,3251259,53.6,54.5,53.6,54.2,0.6,69.0
110/12/22,156448.0,8509990,54.7,54.8,54.1,54.1,-0.1,108.0
110/12/23,77045.0,4194646,54.1,54.7,54.1,54.4,0.3,67.0
110/12/24,45995.0,2518049,54.8,55.4,54.5,54.5,0.1,68.0
110/12/27,377338.0,20848227,54.6,55.9,54.4,55.5,1.0,263.0
110/12/28,578615.0,32427318,56.0,56.4,55.7,56.0,0.5,343.0
110/12/29,235419.0,13235079,56.0,56.6,55.7,55.8,-0.2,160.0
110/12/30,158127.0,8838165,55.8,56.5,55.1,56.5,0.7,110.0
