日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/04/01,37503.0,1334923,35.5,35.75,35.5,35.7,0.1,123.0
113/04/02,62823.0,2251293,35.75,35.9,35.7,35.75,0.05,97.0
113/04/03,73122.0,2628824,35.9,36.35,35.55,35.95,0.2,90.0
113/04/08,46217.0,1657815,35.8,35.95,35.8,35.8,-0.15,96.0
113/04/09,52347.0,1869220,35.8,35.8,35.55,35.65,-0.15,115.0
113/04/10,225195.0,7937164,35.65,35.65,34.95,35.15,-0.5,200.0
113/04/11,131637.0,4646722,35.2,36.3,34.8,35.25,0.1,118.0
113/04/12,71908.0,2523302,35.2,35.2,35.0,35.05,-0.2,82.0
113/04/15,108484.0,3770592,34.8,35.0,34.55,34.6,-0.45,133.0
113/04/16,278032.0,9370509,34.5,34.5,33.15,33.4,-1.2,216.0
113/04/17,63212.0,2117220,33.4,33.7,33.35,33.65,0.25,98.0
113/04/18,303104.0,10262337,33.9,34.4,33.55,34.1,0.45,58.0
113/04/19,142393.0,4748743,33.65,33.85,32.9,33.35,-0.75,215.0
113/04/22,74730.0,2537545,33.1,34.5,33.1,33.65,0.3,206.0
113/04/23,64133.0,2145387,33.4,33.75,33.35,33.4,-0.25,115.0
113/04/24,42406.0,1423237,33.85,33.85,33.45,33.5,0.1,40.0
113/04/25,18295.0,611402,33.25,33.5,33.25,33.45,-0.05,31.0
113/04/26,51914.0,1747203,33.5,34.0,33.45,33.5,0.05,84.0
113/04/29,69946.0,2349509,33.2,33.8,33.2,33.55,0.05,163.0
113/04/30,62954.0,2110009,33.55,33.95,33.3,33.4,-0.15,92.0
