日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/11/01,307120.0,34125580,109.5,112.0,109.5,109.5,-0.5,272.0
105/11/02,385833.0,41388465,109.5,109.5,105.0,105.5,-4.0,315.0
105/11/03,328010.0,34380040,106.5,106.5,104.0,104.0,-1.5,248.0
105/11/04,116003.0,12114315,105.0,105.5,103.5,104.0,0.0,115.0
105/11/07,223000.0,23782500,105.0,108.0,105.0,106.0,2.0,188.0
105/11/08,456001.0,47761105,107.0,107.5,103.0,105.5,-0.5,344.0
105/11/09,791001.0,79579697,106.0,107.0,96.9,97.0,-8.5,621.0
105/11/10,1759492.0,168988718,100.0,101.0,93.6,96.7,-0.3,1256.0
105/11/11,1713700.0,155913100,94.4,94.4,89.9,90.0,-6.7,1129.0
105/11/14,577020.0,53115464,89.0,93.6,89.0,92.9,2.9,473.0
105/11/15,295000.0,27075900,92.0,92.5,91.2,92.2,-0.7,264.0
105/11/16,293100.0,27181180,92.3,93.5,92.1,92.3,0.1,266.0
105/11/17,464001.0,43710595,92.3,95.7,92.3,94.8,2.5,400.0
105/11/18,348150.0,33151085,95.0,96.0,94.1,95.5,0.7,244.0
105/11/21,290001.0,27642395,96.1,96.1,94.5,95.0,-0.5,213.0
105/11/22,438016.0,42012243,95.6,97.2,95.0,96.1,1.1,302.0
105/11/23,304031.0,29238882,96.8,97.5,95.1,95.3,-0.8,243.0
105/11/24,104000.0,9913000,95.5,96.0,95.1,95.1,-0.2,96.0
105/11/25,101001.0,9588195,95.8,95.9,94.5,94.7,-0.4,88.0
105/11/28,146000.0,13816500,94.8,95.5,94.2,94.2,-0.5,137.0
105/11/29,200186.0,19116062,95.2,96.2,94.8,95.2,1.0,174.0
105/11/30,197004.0,18626078,95.2,95.7,94.0,94.0,-1.2,167.0
