日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/08/03,539157.0,29152378,54.3,54.6,53.6,54.3,0.2,356.0
109/08/04,1617118.0,89954730,54.3,56.3,54.3,55.5,1.2,775.0
109/08/05,1371208.0,77812696,55.7,57.7,55.6,57.1,1.6,733.0
109/08/06,1473246.0,85929360,58.0,59.3,57.2,58.8,1.7,965.0
109/08/07,934105.0,54623233,59.0,59.2,57.6,57.6,-1.2,623.0
109/08/10,419502.0,23854110,57.7,58.2,56.0,56.2,-1.4,330.0
109/08/11,469100.0,26262009,56.2,56.8,55.3,55.7,-0.5,330.0
109/08/12,660002.0,36600018,55.4,56.2,54.6,55.7,0.0,452.0
109/08/13,383002.0,21448010,56.5,56.7,55.2,55.2,-0.5,292.0
109/08/14,1156001.0,65932357,55.4,58.1,55.3,57.2,2.0,722.0
109/08/17,1473209.0,86316950,57.0,59.5,56.3,59.5,2.3,995.0
109/08/18,2199168.0,131588008,59.5,60.7,58.0,60.2,0.7,1471.0
109/08/19,1754515.0,104670972,60.4,60.8,58.6,58.6,-1.6,1133.0
109/08/20,1171082.0,65500371,58.5,58.7,54.5,55.6,-3.0,761.0
109/08/21,2240330.0,130749199,56.4,59.7,56.0,59.2,3.6,1259.0
109/08/24,1001102.0,58367020,59.2,59.6,57.5,58.4,-0.8,666.0
109/08/25,438331.0,25680961,58.7,59.1,58.1,58.5,0.1,293.0
109/08/26,3386580.0,204654413,58.8,61.3,58.6,60.6,2.1,2158.0
109/08/27,2409464.0,147071007,61.5,62.5,59.8,60.5,-0.1,1712.0
109/08/28,1986403.0,122467383,60.5,62.6,60.2,61.5,1.0,1343.0
109/08/31,1119351.0,69120254,62.1,62.4,61.1,61.8,0.3,744.0
