日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/12/01,489007.0,28634521,59.0,59.3,58.1,58.3,-0.4,325.0
109/12/02,394055.0,22938626,58.5,58.8,58.0,58.0,-0.3,292.0
109/12/03,232092.0,13516962,58.6,58.6,57.8,58.1,0.1,194.0
109/12/04,371610.0,21771584,58.2,59.1,58.0,58.8,0.7,301.0
109/12/07,301070.0,17521592,59.1,59.1,57.9,57.9,-0.9,271.0
109/12/08,336397.0,19309348,58.0,58.0,57.1,57.5,-0.4,298.0
109/12/09,830066.0,48673246,57.7,59.4,57.5,59.1,1.6,538.0
109/12/10,783542.0,46288721,59.2,59.8,58.1,58.2,-0.9,503.0
109/12/11,498056.0,28621760,58.3,58.8,56.5,57.2,-1.0,355.0
109/12/14,251004.0,14313929,57.1,57.5,56.6,56.8,-0.4,170.0
109/12/15,527004.0,29459124,56.9,57.3,55.3,55.3,-1.5,362.0
109/12/16,203006.0,11421849,55.6,56.6,55.6,56.5,1.2,154.0
109/12/17,215007.0,12031011,57.0,57.0,55.6,55.7,-0.8,153.0
109/12/18,238747.0,13242926,56.0,56.0,55.2,55.3,-0.4,190.0
109/12/21,219033.0,12052068,55.7,55.7,54.6,55.0,-0.3,167.0
109/12/22,438056.0,24645439,55.0,57.3,55.0,55.6,0.6,316.0
109/12/23,300145.0,16771762,55.5,56.5,55.3,55.7,0.1,195.0
109/12/24,476725.0,27189493,55.9,58.0,55.9,57.2,1.5,344.0
109/12/25,253223.0,14482663,57.2,57.7,56.8,56.8,-0.4,206.0
109/12/28,508561.0,29260605,57.2,58.6,56.7,58.3,1.5,342.0
109/12/29,957503.0,55728079,58.3,58.8,57.4,58.0,-0.3,600.0
109/12/30,1203428.0,70945652,58.1,59.5,58.0,58.9,0.9,657.0
109/12/31,1789426.0,108137126,59.0,61.5,59.0,61.1,2.2,1298.0
