日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/02/01,1044012.0,126466976,124.0,124.0,119.5,120.0,-4.0,774.0
105/02/02,876100.0,104275600,120.0,121.0,118.0,118.5,-1.5,602.0
105/02/03,993084.0,116515496,118.0,118.5,116.5,117.0,-1.5,622.0
105/02/15,2287249.0,263931123,115.5,119.5,112.0,119.5,2.5,1515.0
105/02/16,2849487.0,346650652,120.5,123.5,119.5,121.5,2.0,1976.0
105/02/17,2030401.0,250333323,122.5,125.0,121.0,123.0,1.5,1458.0
105/02/18,1808007.0,226686931,125.5,127.5,123.5,125.0,2.0,1359.0
105/02/19,1171003.0,146479399,125.5,126.5,124.0,125.0,0.0,743.0
105/02/22,4421326.0,573352511,125.5,133.5,125.0,133.5,8.5,3113.0
105/02/23,6730101.0,926529278,135.0,139.5,135.0,136.5,3.0,4349.0
105/02/24,2007396.0,274273856,137.0,138.5,134.5,135.5,-1.0,1480.0
105/02/25,1900619.0,259041303,137.5,138.0,134.5,136.0,0.5,1319.0
105/02/26,1539966.0,207847948,137.0,137.5,132.5,134.5,-1.5,1014.0
