日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/08/01,115917.0,4452523,38.5,38.55,38.2,38.4,-0.15,113.0
112/08/02,144047.0,5524465,38.5,38.55,38.2,38.2,-0.2,132.0
112/08/04,98567.0,3783973,38.8,38.8,38.15,38.45,0.25,107.0
112/08/07,48261.0,1855841,38.55,38.6,38.3,38.45,0.0,54.0
112/08/08,144907.0,5537705,38.45,38.45,38.05,38.35,-0.1,120.0
112/08/09,74555.0,2851287,38.35,38.55,38.05,38.25,-0.1,85.0
112/08/10,391050.0,14434211,38.1,38.1,36.25,36.35,-1.9,361.0
112/08/11,511277.0,17996341,36.05,36.05,34.55,35.15,-1.2,405.0
112/08/14,271748.0,9248102,35.1,35.1,33.7,34.0,-1.15,263.0
112/08/15,197611.0,6723447,33.75,34.75,33.65,34.55,0.55,172.0
112/08/16,252292.0,8499290,34.55,34.55,33.45,33.5,-1.05,207.0
112/08/17,585628.0,19993737,33.4,34.95,33.3,34.95,1.45,488.0
112/08/18,286844.0,10078068,34.9,35.8,34.5,35.2,0.25,209.0
112/08/21,75244.0,2643326,35.2,35.55,35.0,35.0,-0.2,77.0
112/08/22,282470.0,9881629,34.75,35.25,34.6,34.95,-0.05,183.0
112/08/23,53232.0,1865044,34.95,35.3,34.9,35.0,0.05,64.0
112/08/24,87129.0,3048507,35.5,35.5,34.7,34.85,-0.15,76.0
112/08/25,101857.0,3546827,34.8,35.2,34.7,34.85,0.0,104.0
112/08/28,126998.0,4373839,35.0,35.0,34.05,34.25,-0.6,133.0
112/08/29,296915.0,9957240,33.55,33.95,33.3,33.5,-0.75,251.0
112/08/30,1050849.0,38055390,35.0,36.85,34.9,36.85,3.35,656.0
112/08/31,1262032.0,47656889,38.65,38.8,36.9,37.35,0.5,1010.0
