日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/09/01,10638298.0,447721116,43.05,43.05,41.65,41.85,-1.35,5439.0
109/09/02,5871572.0,243858334,42.05,42.3,41.15,41.45,-0.4,3032.0
109/09/03,4480124.0,187403728,41.75,42.2,41.5,41.8,0.35,2328.0
109/09/04,5598584.0,231167834,40.9,41.75,40.5,41.5,-0.3,2549.0
109/09/07,3682020.0,153634064,42.3,42.3,41.3,41.45,-0.05,1911.0
109/09/08,2512051.0,104180257,41.75,41.8,41.25,41.4,-0.05,1270.0
109/09/09,3752419.0,154393078,41.05,41.45,40.7,41.4,0.0,1655.0
109/09/10,2930194.0,120870622,41.7,41.7,41.0,41.1,-0.3,1521.0
109/09/11,5231338.0,216715790,41.35,41.8,41.15,41.3,0.2,2259.0
109/09/14,2993694.0,124365641,41.7,41.7,41.4,41.55,0.25,1653.0
109/09/15,2360348.0,97873797,41.6,41.6,41.4,41.45,-0.1,1433.0
109/09/16,4369606.0,181994089,41.6,41.9,41.35,41.65,0.2,2843.0
109/09/17,2152617.0,89591379,41.65,41.85,41.5,41.5,-0.15,1248.0
109/09/18,2857920.0,119099350,41.85,41.85,41.5,41.7,0.2,1271.0
109/09/21,2428770.0,101012795,41.75,41.9,41.35,41.4,-0.3,1330.0
109/09/22,3544279.0,145011939,41.35,41.35,40.55,40.85,-0.55,1805.0
109/09/23,4109634.0,165974921,40.9,41.1,40.0,40.2,-0.65,2032.0
109/09/24,5556285.0,219587732,39.8,40.15,39.2,39.4,-0.8,2935.0
109/09/25,3853281.0,152051083,39.45,40.0,38.9,39.3,-0.1,2017.0
109/09/28,2742179.0,108408175,39.5,39.85,39.15,39.4,0.1,1554.0
109/09/29,8557956.0,332653344,39.2,39.2,38.65,38.85,-0.55,4555.0
109/09/30,4510467.0,175108446,38.85,39.0,38.55,38.9,0.05,2415.0
