日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/03/03,8527566.0,463504341,53.8,54.8,53.5,54.7,0.9,5292.0
103/03/04,5970540.0,323740587,54.9,55.1,53.8,53.8,-0.9,3771.0
103/03/05,2284407.0,123524072,54.5,54.5,53.8,53.8,0.0,1461.0
103/03/06,3825469.0,207993206,54.4,54.8,54.0,54.2,0.4,1984.0
103/03/07,2991731.0,161388317,54.4,54.5,53.5,53.5,-0.7,1633.0
103/03/10,1984159.0,106248707,53.6,54.0,53.2,53.5,0.0,1119.0
103/03/11,3326461.0,176683171,53.7,53.9,52.9,53.0,-0.5,1633.0
103/03/12,5501876.0,287540563,52.8,52.9,52.0,52.4,-0.6,3069.0
103/03/13,6813382.0,353382264,52.1,52.2,51.6,51.9,-0.5,3755.0
103/03/14,7190670.0,366606388,51.6,51.7,50.7,50.9,-1.0,3713.0
103/03/17,5582901.0,281607246,50.8,51.0,50.2,50.3,-0.6,2749.0
103/03/18,4573950.0,231402833,50.7,51.1,50.3,50.7,0.4,2559.0
103/03/19,15538420.0,831883025,53.9,54.0,53.0,53.5,2.8,6973.0
103/03/20,9509054.0,512706402,53.9,54.3,53.3,54.1,0.6,5466.0
103/03/21,9022889.0,485275177,54.1,54.2,53.4,54.2,0.1,3276.0
103/03/24,7209064.0,389843261,54.1,54.5,53.5,54.0,-0.2,3350.0
103/03/25,5556733.0,302442934,54.0,54.9,54.0,54.5,0.5,2614.0
103/03/26,4507640.0,245854533,54.9,55.0,54.2,54.2,-0.3,2392.0
103/03/27,6961398.0,381110689,54.2,55.3,54.2,55.3,1.1,3152.0
103/03/28,5983875.0,329993749,55.3,55.5,54.6,54.7,-0.6,3086.0
103/03/31,6027763.0,334081970,55.5,55.7,55.0,55.7,1.0,2731.0
