日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/06/01,2511710.0,131697159,52.4,52.6,52.3,52.5,0.0,1487.0
110/06/02,3420896.0,179569189,52.5,52.7,52.2,52.5,0.0,1926.0
110/06/03,2251459.0,118471353,52.6,52.8,52.5,52.7,0.2,1221.0
110/06/04,2034222.0,106661656,52.7,52.7,52.3,52.5,-0.2,1183.0
110/06/07,3742377.0,194945957,52.5,52.5,51.5,52.2,-0.3,2046.0
110/06/08,1784267.0,93146346,52.4,52.4,52.0,52.3,0.1,932.0
110/06/09,2047096.0,106828795,52.2,52.4,52.0,52.1,-0.2,1144.0
110/06/10,1771814.0,92521796,52.1,52.4,52.0,52.3,0.2,1128.0
110/06/11,4554841.0,241925809,52.6,53.6,52.5,53.2,0.9,2684.0
110/06/15,3718919.0,199404228,53.5,53.9,53.4,53.7,0.5,2195.0
110/06/16,3345982.0,178922370,53.7,53.8,53.2,53.4,-0.3,2287.0
110/06/17,2691287.0,143216677,53.3,53.4,53.1,53.2,-0.2,1672.0
110/06/18,5209875.0,279540866,53.2,54.0,53.2,54.0,0.8,1925.0
110/06/21,5602805.0,302003165,53.8,54.5,53.6,53.9,-0.1,2986.0
110/06/22,3362805.0,181654567,53.9,54.2,53.8,53.8,-0.1,1952.0
110/06/23,3292900.0,177655987,53.8,54.1,53.7,54.0,0.2,1917.0
110/06/24,5567195.0,302865050,54.2,54.7,54.2,54.2,0.2,2591.0
110/06/25,5048189.0,276522227,54.6,55.0,54.5,54.8,0.6,2665.0
110/06/28,15496008.0,878676564,55.0,57.6,55.0,57.6,2.8,7896.0
110/06/29,8467506.0,482212949,58.0,58.1,56.2,56.7,-0.9,4982.0
110/06/30,4846686.0,274325163,56.8,57.0,56.2,56.6,-0.1,2840.0
