日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/02/01,2839213.0,185347718,65.0,65.7,64.9,65.5,0.5,1729.0
102/02/04,12956344.0,872966063,66.0,68.2,66.0,66.5,1.0,6135.0
102/02/05,7226418.0,482323857,66.1,67.5,66.0,67.5,1.0,3569.0
102/02/06,11587046.0,794759777,67.9,69.6,67.4,67.4,-0.1,5434.0
102/02/18,6458155.0,437862583,68.5,68.6,67.1,67.1,-0.3,3286.0
102/02/19,5848473.0,390129284,67.1,67.6,66.1,67.0,-0.1,2630.0
102/02/20,4415181.0,296840620,67.5,67.6,66.5,67.6,0.6,2673.0
102/02/21,6236602.0,415799279,67.1,67.5,66.5,66.6,-1.0,2776.0
102/02/22,5306782.0,352703594,66.6,67.3,65.6,67.0,0.4,2398.0
102/02/23,4431381.0,299383927,67.3,68.4,66.6,67.0,0.0,2158.0
102/02/25,4647571.0,308635186,67.2,67.4,66.1,66.1,-0.9,2263.0
102/02/26,5243452.0,345885436,65.6,66.5,65.5,65.6,-0.5,2678.0
102/02/27,4003280.0,261872359,66.0,66.4,64.9,64.9,-0.7,2108.0
