日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/10/01,3219102.0,116071745,36.15,36.45,35.5,36.1,0.25,2216.0
104/10/02,2218042.0,80485377,36.25,36.5,35.9,36.45,0.35,1405.0
104/10/05,2933305.0,107735485,36.85,37.0,36.5,37.0,0.55,1623.0
104/10/06,4063763.0,152439758,37.4,37.65,37.3,37.5,0.5,2492.0
104/10/07,2442962.0,91902906,37.65,37.9,37.25,37.9,0.4,1394.0
104/10/08,3208093.0,121060685,38.0,38.3,37.2,37.2,-0.7,1885.0
104/10/12,3432212.0,128673853,37.65,37.85,37.05,37.4,0.2,2182.0
104/10/13,9498741.0,369470352,38.1,39.55,38.0,39.35,1.95,5234.0
104/10/14,5129039.0,200499959,39.3,39.35,38.7,39.05,-0.3,2904.0
104/10/15,2756728.0,107256468,39.2,39.2,38.7,38.85,-0.2,1751.0
104/10/16,3497484.0,135610899,39.0,39.15,38.55,38.55,-0.3,1727.0
104/10/19,2096730.0,81335903,38.6,39.0,38.6,38.8,0.25,1252.0
104/10/20,6772967.0,268259080,38.8,39.95,38.8,39.8,1.0,3650.0
104/10/21,3150202.0,124489963,39.9,39.95,39.2,39.4,-0.4,1875.0
104/10/22,2653110.0,104732153,39.4,39.9,39.2,39.65,0.25,1414.0
104/10/23,3124496.0,124627825,40.0,40.35,39.65,39.9,0.25,1675.0
104/10/26,2823206.0,113287190,40.1,40.45,39.85,40.0,0.1,1774.0
104/10/27,2312389.0,91919315,40.0,40.0,39.55,39.6,-0.4,1413.0
104/10/28,4369628.0,175310091,39.75,40.5,39.75,40.2,0.6,2445.0
104/10/29,3624251.0,143753291,40.05,40.35,39.4,39.45,-0.75,1904.0
104/10/30,2336018.0,92455100,39.55,39.95,39.35,39.55,0.1,1310.0
