日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/10/01,7417478.0,418226999,56.3,57.3,55.9,55.9,0.4,3436.0
101/10/02,4528339.0,253380608,56.3,56.6,55.5,55.5,-0.4,2049.0
101/10/03,2510934.0,139963329,55.5,56.1,55.4,55.5,0.0,1286.0
101/10/04,4051010.0,226672238,55.9,56.3,55.5,55.8,0.3,2059.0
101/10/05,13563526.0,777608982,56.1,57.9,56.0,57.0,1.2,5093.0
101/10/08,4211078.0,237850868,57.3,57.5,56.1,56.2,-0.8,2041.0
101/10/09,4600763.0,260606894,56.5,57.2,56.1,56.1,-0.1,2226.0
101/10/11,4587602.0,254712020,55.5,56.2,55.0,55.2,-0.9,2054.0
101/10/12,7904761.0,428380194,55.5,55.7,53.3,53.8,-1.4,3233.0
101/10/15,4052970.0,218375780,53.8,54.4,53.5,54.0,0.2,1978.0
101/10/16,5880404.0,324756586,54.6,55.7,54.3,55.7,1.7,2757.0
101/10/17,7083989.0,401640670,56.5,57.3,56.1,56.1,0.4,3130.0
101/10/18,5144094.0,291577767,56.7,57.2,56.1,56.1,0.0,2576.0
101/10/19,3241255.0,181423224,56.1,56.5,55.7,55.8,-0.3,1593.0
101/10/22,5255765.0,287046686,55.0,55.1,54.0,54.5,-1.3,2351.0
101/10/23,8057243.0,429216921,54.3,54.3,52.6,52.6,-1.9,3489.0
101/10/24,6135471.0,321313672,52.1,52.8,51.9,52.3,-0.3,2869.0
101/10/25,10158924.0,519288606,52.8,52.9,49.6,50.4,-1.9,4326.0
101/10/26,7443912.0,370366945,50.5,50.8,49.3,49.4,-1.0,3217.0
101/10/29,5666401.0,284746246,49.7,50.9,49.4,50.5,1.1,2636.0
101/10/30,5030554.0,254362674,51.0,51.2,50.0,50.5,0.0,2587.0
101/10/31,7383981.0,368105669,50.8,50.9,48.8,49.0,-1.5,3030.0
