日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/07/01,210292.0,5677414,27.5,27.5,26.85,27.1,0.15,101.0
104/07/02,367185.0,9833273,27.4,27.4,26.65,26.9,-0.2,168.0
104/07/03,398581.0,10695813,26.75,27.2,26.65,27.2,0.3,219.0
104/07/06,164463.0,4408002,27.2,27.2,26.65,26.65,-0.55,100.0
104/07/07,205213.0,5521903,27.2,27.2,26.8,26.9,0.25,78.0
104/07/08,484173.0,12804158,26.9,26.9,26.05,26.45,-0.45,188.0
104/07/09,1056941.0,27440978,26.2,26.5,25.6,25.75,-0.7,340.0
104/07/13,161340.0,4180453,25.85,26.05,25.75,25.95,0.2,104.0
104/07/14,213182.0,5537032,26.05,26.1,25.9,26.0,0.05,149.0
104/07/15,793490.0,20164846,26.15,26.15,25.0,25.3,-0.7,282.0
104/07/16,743515.0,18739681,25.05,25.65,25.0,25.6,0.3,262.0
104/07/17,324192.0,8262703,25.6,25.7,25.3,25.65,0.05,177.0
104/07/20,311741.0,7962906,26.0,26.0,25.25,25.55,-0.1,159.0
104/07/21,3894085.0,99406283,25.6,26.0,25.2,25.9,0.35,297.0
104/07/22,493676.0,12233100,24.45,25.75,24.2,25.0,-0.8999999999999986,255.0
104/07/23,332560.0,8264150,25.0,25.0,24.7,24.85,-0.15,145.0
104/07/24,154021.0,3806922,25.0,25.0,24.5,24.9,0.05,92.0
104/07/27,562925.0,13672782,24.9,24.95,24.05,24.2,-0.7,233.0
104/07/28,283084.0,6810522,23.9,24.4,23.8,24.1,-0.1,172.0
104/07/29,210630.0,5044107,24.3,24.3,23.75,24.05,-0.05,90.0
104/07/30,146692.0,3527392,24.05,24.25,23.9,24.15,0.1,84.0
104/07/31,141034.0,3353255,24.15,24.15,23.5,23.8,-0.35,116.0
