日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/11/02,255994.0,9712786,37.9,38.2,37.5,38.05,0.35,208.0
109/11/03,574551.0,21972306,38.2,38.5,37.85,38.3,0.25,497.0
109/11/04,474490.0,18369584,38.6,39.0,38.3,38.7,0.4,346.0
109/11/05,615893.0,23978528,38.45,39.2,38.45,38.9,0.2,489.0
109/11/06,610056.0,23794067,38.9,39.1,38.85,38.85,-0.05,519.0
109/11/09,637109.0,24668847,39.0,39.15,38.4,38.45,-0.4,443.0
109/11/10,672503.0,26173182,38.4,39.2,38.4,38.75,0.3,337.0
109/11/11,577971.0,22558851,38.75,39.15,38.75,39.1,0.35,400.0
109/11/12,744871.0,28721162,39.15,39.15,38.3,38.35,-0.75,352.0
109/11/13,443939.0,16972868,38.35,38.75,38.1,38.15,-0.2,287.0
109/11/16,443309.0,16941339,38.4,38.5,38.05,38.3,0.15,305.0
109/11/17,401035.0,15443384,38.3,38.7,38.25,38.65,0.35,244.0
109/11/18,409908.0,15918222,38.7,39.0,38.7,38.85,0.2,243.0
109/11/19,350021.0,13518462,38.85,38.9,38.5,38.5,-0.35,232.0
109/11/20,321838.0,12377891,38.5,38.65,38.35,38.6,0.1,185.0
109/11/23,1137221.0,43722039,38.85,39.0,38.1,38.3,-0.3,730.0
109/11/24,615034.0,23471290,38.3,38.6,38.05,38.15,-0.15,423.0
109/11/25,932880.0,35834057,38.2,38.7,38.2,38.3,0.15,554.0
109/11/26,581731.0,22399694,38.5,38.7,38.2,38.7,0.4,389.0
109/11/27,451932.0,17470967,38.9,38.9,38.55,38.7,0.0,259.0
109/11/30,2208664.0,87126821,38.8,39.9,38.7,39.9,1.2,985.0
