日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/04/02,377903.0,19841525,52.2,52.7,52.2,52.6,0.4,241.0
107/04/03,416277.0,21873722,51.9,52.8,51.9,52.8,0.2,295.0
107/04/09,1476179.0,79234105,52.8,54.0,52.6,54.0,1.2,1024.0
107/04/10,898100.0,48448700,54.1,54.2,53.5,54.2,0.2,581.0
107/04/11,2028914.0,111289387,54.8,55.1,54.5,54.9,0.7,1265.0
107/04/12,692066.0,37779266,55.1,55.3,54.3,54.3,-0.6,454.0
107/04/13,782503.0,42807211,54.8,55.0,54.4,54.6,0.3,491.0
107/04/16,1583549.0,87279752,55.0,55.5,54.8,55.3,0.7,885.0
107/04/17,1179611.0,63937494,55.3,55.3,53.5,53.7,-1.6,785.0
107/04/18,663713.0,35557170,53.9,54.2,53.3,53.4,-0.3,501.0
107/04/19,375864.0,20233680,53.4,54.3,53.4,53.8,0.4,284.0
107/04/20,623589.0,33343874,53.6,53.8,53.3,53.4,-0.4,370.0
107/04/23,456970.0,24547464,53.8,54.2,53.5,53.5,0.1,291.0
107/04/24,1401507.0,75889578,53.6,54.9,53.5,54.0,0.5,874.0
107/04/25,702470.0,37440954,53.7,54.0,52.8,53.3,-0.7,497.0
107/04/26,1089210.0,58654133,53.0,54.8,53.0,53.8,0.5,671.0
107/04/27,1143630.0,61678255,53.8,54.4,53.5,54.1,0.3,680.0
107/04/30,1224983.0,65889088,54.2,54.5,53.5,53.6,-0.5,713.0
