日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/03/02,3007679.0,117299087,39.15,39.5,38.7,38.85,-0.25,1583.0
104/03/03,3293128.0,128211441,39.0,39.3,38.5,39.2,0.35,1583.0
104/03/04,1765003.0,68554306,39.35,39.35,38.65,38.75,-0.45,895.0
104/03/05,2164722.0,83809423,38.9,39.0,38.6,38.65,-0.1,977.0
104/03/06,4533151.0,175997209,38.7,39.3,38.2,38.65,0.0,2046.0
104/03/09,5861462.0,229351750,38.65,39.5,38.45,39.3,0.65,2148.0
104/03/10,8360212.0,332219065,39.5,40.6,38.8,38.8,-0.5,4417.0
104/03/11,6057815.0,233193308,38.4,39.2,37.85,39.15,0.35,2546.0
104/03/12,4321061.0,168850579,39.35,39.4,38.85,39.0,-0.15,1463.0
104/03/13,2602757.0,100684611,39.1,39.25,38.55,38.55,-0.45,1356.0
104/03/16,2961488.0,113301260,38.55,38.6,38.05,38.3,-0.25,1394.0
104/03/17,2808382.0,106879418,38.6,38.65,37.75,37.75,-0.55,1275.0
104/03/18,7403654.0,275318086,37.85,38.0,36.9,37.15,-0.6,3241.0
104/03/19,7493647.0,278972787,37.2,38.0,36.65,37.9,0.75,3481.0
104/03/20,4217375.0,158177400,37.9,37.9,37.25,37.65,-0.25,1690.0
104/03/23,1928038.0,72198860,37.65,37.7,37.3,37.35,-0.3,1122.0
104/03/24,3079981.0,113520598,37.35,37.35,36.65,36.7,-0.65,1681.0
104/03/25,3943974.0,141799808,36.7,36.7,35.45,35.75,-0.95,2089.0
104/03/26,2804581.0,100493886,35.5,36.2,35.45,35.8,0.05,1558.0
104/03/27,1191986.0,42794946,36.15,36.3,35.65,35.75,-0.05,733.0
104/03/30,1548635.0,55243863,35.75,36.05,35.5,35.6,-0.15,701.0
104/03/31,2978796.0,108547254,35.6,36.8,35.6,36.6,1.0,1438.0
