日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/05/03,1576339.0,59230120,38.05,38.15,37.15,37.15,-0.9,948.0
110/05/04,2837214.0,102261286,37.3,37.4,35.4,35.85,-1.3,1787.0
110/05/05,1036325.0,37638693,35.85,36.55,35.6,36.45,0.6,588.0
110/05/06,1093621.0,39796545,36.45,36.85,35.8,36.05,-0.4,813.0
110/05/07,1262225.0,46483463,36.55,37.0,36.0,36.85,0.8,769.0
110/05/10,995873.0,36895680,37.2,37.4,36.85,36.9,0.05,549.0
110/05/11,1958980.0,70272890,36.7,36.7,35.3,35.6,-1.3,1123.0
110/05/12,3049236.0,103763091,35.8,35.8,32.55,33.4,-2.2,1788.0
110/05/13,1896569.0,61961428,33.4,33.6,31.5,32.8,-0.6,1193.0
110/05/14,1107668.0,36471264,33.4,33.6,32.5,32.65,-0.15,698.0
110/05/17,1905549.0,59734626,31.15,32.05,30.65,31.0,-1.65,1098.0
110/05/18,966387.0,31098883,31.95,32.65,31.3,32.5,1.5,573.0
110/05/19,834420.0,26867203,32.65,32.65,31.5,32.3,-0.2,511.0
110/05/20,514754.0,16517963,32.3,32.45,31.85,32.1,-0.2,322.0
110/05/21,1891955.0,60487302,32.65,32.85,31.75,32.1,0.0,1047.0
110/05/24,1842101.0,56900465,31.85,32.0,31.6,31.8,-0.3,871.0
110/05/25,1831926.0,59269576,32.15,32.65,31.9,32.35,0.55,1156.0
110/05/26,1072870.0,34860763,32.6,32.6,32.35,32.5,0.15,566.0
110/05/27,1200805.0,38586366,32.5,32.55,31.95,32.15,-0.35,713.0
110/05/28,1622436.0,52894597,32.3,32.8,32.3,32.8,0.65,942.0
110/05/31,1054296.0,34931099,32.85,33.5,32.75,33.1,0.3,597.0
