日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/06/01,7425462.0,417085811,55.7,56.7,55.1,56.4,1.3,3950.0
106/06/02,5623400.0,315369852,56.4,56.8,55.7,55.7,-0.7,3074.0
106/06/03,1934089.0,106766695,55.7,55.8,55.0,55.1,-0.6,1230.0
106/06/05,3232029.0,178026084,55.5,55.6,54.6,54.8,-0.3,1633.0
106/06/06,3145004.0,170190616,54.6,54.6,53.9,54.0,-0.8,1912.0
106/06/07,1508299.0,81828030,54.2,54.6,54.0,54.3,0.3,986.0
106/06/08,2470898.0,133205715,54.6,54.7,53.7,53.7,-0.6,1209.0
106/06/09,2543470.0,136012349,53.6,54.0,53.2,53.6,-0.1,1564.0
106/06/12,1591670.0,84623210,53.4,53.5,52.8,52.9,-0.7,1194.0
106/06/13,2153134.0,114289572,52.8,53.5,52.5,52.9,0.0,1427.0
106/06/14,3635924.0,194041963,53.0,53.8,52.5,53.4,0.5,2145.0
106/06/15,2304021.0,121907113,53.0,53.5,52.5,53.1,-0.3,1426.0
106/06/16,4723437.0,256699323,53.4,54.9,53.3,54.5,1.4,2736.0
106/06/19,1999916.0,108144551,54.3,54.4,53.7,54.2,-0.3,1208.0
106/06/20,1360783.0,73608399,54.0,54.4,53.9,54.3,0.1,823.0
106/06/21,2796179.0,150552641,54.3,54.5,53.5,53.5,-0.8,1561.0
106/06/22,1507907.0,80832902,53.5,54.0,53.3,53.8,0.3,1040.0
106/06/23,2020595.0,108458030,54.1,54.2,53.4,53.5,-0.3,1030.0
106/06/26,7429854.0,407153476,54.0,55.3,54.0,55.0,1.5,3544.0
106/06/27,3808360.0,209558051,55.4,55.4,54.5,54.8,-0.2,1831.0
106/06/28,6279311.0,349582983,54.8,56.2,54.4,55.8,1.0,3221.0
106/06/29,6903817.0,391306426,57.4,57.6,56.0,56.2,0.4,3661.0
106/06/30,3133214.0,175678384,56.3,56.5,55.6,56.5,0.3,2269.0
