日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/08/03,584347.0,19931516,34.4,34.45,33.95,34.1,-0.45,372.0
109/08/04,637632.0,22092522,34.1,34.95,34.1,34.8,0.7,342.0
109/08/05,1242727.0,44339860,35.2,36.2,35.0,36.2,1.4,824.0
109/08/06,2500131.0,93039596,36.5,37.5,36.5,37.5,1.3,1599.0
109/08/07,867580.0,32216772,37.5,37.65,36.85,37.2,-0.3,581.0
109/08/10,714878.0,26753121,37.2,37.6,37.0,37.55,0.35,527.0
109/08/11,1274099.0,48327680,37.55,38.2,37.55,37.7,0.15,911.0
109/08/12,647513.0,24120857,38.0,38.0,36.95,37.25,-0.45,437.0
109/08/13,610705.0,22632976,37.6,37.7,36.75,36.85,-0.4,405.0
109/08/14,1139894.0,42176013,36.6,37.35,36.45,37.1,0.25,823.0
109/08/17,1205287.0,44932296,37.45,37.75,36.9,37.1,0.0,954.0
109/08/18,1521501.0,57471886,37.35,38.15,37.35,37.65,0.55,992.0
109/08/19,995652.0,37274474,37.95,37.95,37.0,37.1,-0.55,745.0
109/08/20,1696726.0,61008737,37.0,37.0,35.0,36.35,-0.75,1221.0
109/08/21,856522.0,30995951,36.2,36.6,36.05,36.25,-0.1,639.0
109/08/24,979948.0,35817392,36.8,36.85,36.3,36.6,0.35,606.0
109/08/25,1561330.0,58485220,36.6,37.8,36.6,37.55,0.95,935.0
109/08/26,974561.0,36427773,37.05,37.9,37.0,37.25,-0.3,576.0
109/08/27,592175.0,22193579,37.45,37.7,37.3,37.55,0.3,319.0
109/08/28,1481932.0,56084027,37.7,38.1,37.55,37.7,0.15,894.0
109/08/31,2509876.0,96671843,37.9,38.8,37.9,38.7,1.0,1524.0
