日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/06/03,560039.0,120750463,216.5,217.0,214.0,215.5,-1.5,503.0
108/06/04,811143.0,175217950,215.0,217.5,215.0,216.5,1.0,727.0
108/06/05,840082.0,183640876,217.0,220.0,217.0,218.0,1.5,783.0
108/06/06,573110.0,124110802,216.0,217.5,216.0,216.5,-1.5,498.0
108/06/10,812759.0,177166962,217.5,219.5,216.5,218.5,2.0,695.0
108/06/11,951125.0,207448802,218.0,220.0,217.0,218.5,0.0,771.0
108/06/12,733618.0,159937842,218.5,219.0,217.0,219.0,0.5,577.0
108/06/13,554079.0,120489722,218.0,218.0,216.5,218.0,-1.0,426.0
108/06/14,561879.0,121944122,217.0,218.0,216.5,216.5,-1.5,532.0
108/06/17,503915.0,110339470,217.5,221.0,217.0,218.0,1.5,421.0
108/06/18,600479.0,132482859,218.5,222.0,218.5,222.0,4.0,522.0
108/06/19,1304167.0,291432908,223.0,225.0,221.5,225.0,3.0,1161.0
108/06/20,1150253.0,260830678,225.0,229.0,225.0,226.5,1.5,907.0
108/06/21,1377422.0,310484028,226.5,227.5,225.0,225.0,-1.5,643.0
108/06/24,571594.0,129115937,225.5,227.0,225.0,226.0,1.0,414.0
108/06/25,902136.0,201823464,225.0,225.0,222.5,223.0,-3.0,587.0
108/06/26,883429.0,197192167,222.5,224.5,222.0,223.0,0.0,672.0
108/06/27,1103538.0,248770776,223.0,226.0,223.0,225.5,2.5,693.0
108/06/28,1127891.0,251711193,226.5,226.5,222.5,223.0,-2.5,609.0
