日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/10/02,3362700.0,1249471810,370.0,374.0,364.5,372.5,5.5,3820.0
112/10/03,2915720.0,1073621544,373.0,373.0,366.0,366.5,-6.0,2952.0
112/10/04,3612719.0,1332995981,364.0,371.5,364.0,370.5,4.0,3263.0
112/10/05,4401391.0,1673713129,376.0,384.5,374.0,380.0,9.5,5074.0
112/10/06,1744169.0,662229512,380.5,382.5,376.5,379.5,-0.5,2332.0
112/10/11,4364477.0,1654194402,386.5,388.0,374.0,376.5,-3.0,5098.0
112/10/12,5632034.0,2125995483,377.0,385.0,375.0,377.5,1.0,3841.0
112/10/13,4739294.0,1739474115,376.0,376.0,362.5,365.0,-12.5,5486.0
112/10/16,2499044.0,906430176,363.0,366.5,360.0,363.0,-2.0,2533.0
112/10/17,3468306.0,1253605899,364.0,365.0,359.0,360.5,-2.5,3418.0
112/10/18,11252373.0,3949325451,360.5,361.0,346.5,350.5,-10.0,7991.0
112/10/19,4365297.0,1495933424,348.0,348.0,338.0,344.5,-6.0,5078.0
112/10/20,7401408.0,2482763361,339.5,342.0,331.0,337.0,-7.5,6659.0
112/10/23,2899097.0,970830093,333.5,338.5,331.5,334.0,-3.0,2743.0
112/10/24,2402689.0,813399512,335.0,341.0,335.0,341.0,7.0,2364.0
112/10/25,2606021.0,896954173,345.0,348.5,340.5,342.5,1.5,2451.0
112/10/26,2715439.0,921841467,336.0,342.5,334.5,339.0,-3.5,2546.0
112/10/27,4353133.0,1522373375,343.0,356.0,341.5,346.5,7.5,3931.0
112/10/30,2331678.0,807369710,347.0,351.0,342.0,346.5,0.0,2157.0
112/10/31,3177636.0,1079968606,344.0,345.5,337.5,338.0,-8.5,2849.0
