日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/12/01,2121689.0,764835488,356.0,361.0,355.0,360.0,7.5,2127.0
110/12/02,2095716.0,759863400,360.0,364.0,359.0,363.5,3.5,2098.0
110/12/03,2419172.0,882751812,363.5,367.0,362.5,365.5,2.0,2071.0
110/12/06,1621751.0,588833462,363.5,365.0,361.0,365.0,-0.5,1629.0
110/12/07,1559434.0,569100318,361.0,367.0,361.0,366.5,1.5,1532.0
110/12/08,4018970.0,1456534933,367.0,368.0,360.0,360.0,-6.5,3619.0
110/12/09,2223270.0,811458422,363.5,367.0,361.0,367.0,7.0,2040.0
110/12/10,2269340.0,837887324,370.0,371.5,367.5,368.0,1.0,2271.0
110/12/13,2432743.0,895526636,369.0,370.5,365.5,366.5,-1.5,2070.0
110/12/14,1834971.0,672016219,365.5,367.0,363.0,366.5,0.0,1756.0
110/12/15,1785108.0,651410096,367.0,367.5,363.0,364.5,-2.0,1770.0
110/12/16,3585874.0,1319703988,368.0,369.5,367.0,367.0,2.5,2701.0
110/12/17,3269820.0,1202026585,367.0,370.0,366.0,366.5,-0.5,2494.0
110/12/20,1915112.0,703599498,365.5,369.5,364.5,367.0,0.5,1672.0
110/12/21,2244736.0,830454533,368.0,371.0,367.0,370.5,3.5,2207.0
110/12/22,1992637.0,737869006,372.0,372.5,368.5,370.0,-0.5,1864.0
110/12/23,1863846.0,690645606,370.0,371.5,369.5,371.0,1.0,1725.0
110/12/24,1377692.0,510683781,372.0,373.5,369.0,370.0,-1.0,1423.0
110/12/27,1503807.0,559138468,370.5,373.0,369.0,372.5,2.5,1638.0
110/12/28,1390630.0,518518192,373.5,374.0,372.0,373.5,1.0,1508.0
110/12/29,1069548.0,399257938,374.5,374.5,372.5,373.5,0.0,1258.0
110/12/30,2780143.0,1044369436,374.5,377.0,373.5,376.0,2.5,2315.0
