日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/07/03,1549001.0,203782635,129.0,133.5,128.5,132.0,3.0,1023.0
106/07/04,765444.0,100931052,132.0,132.5,131.0,132.0,0.0,550.0
106/07/05,815900.0,106841000,132.0,132.0,129.5,131.0,-1.0,577.0
106/07/06,1166006.0,155337319,131.5,134.0,131.5,133.0,2.0,835.0
106/07/07,359243.0,47299819,132.5,133.5,130.5,131.0,-2.0,280.0
106/07/10,702012.0,90772096,131.5,131.5,128.0,128.0,-3.0,523.0
106/07/11,520439.0,66914409,129.5,130.5,128.0,129.0,1.0,441.0
106/07/12,357150.0,46052500,129.0,130.0,128.0,129.5,0.5,286.0
106/07/13,1240110.0,164056130,130.0,134.0,129.5,133.0,3.5,860.0
106/07/14,934528.0,124559224,134.5,134.5,132.0,133.0,0.0,616.0
106/07/17,477270.0,63394910,134.0,134.5,132.0,132.5,-0.5,315.0
106/07/18,681160.0,89319620,133.0,133.0,130.5,131.0,-1.5,398.0
106/07/19,912077.0,120948895,132.5,133.5,132.0,132.5,1.5,561.0
106/07/20,1053200.0,139599100,133.5,133.5,131.5,132.0,-0.5,538.0
106/07/21,1183191.0,154397421,131.0,131.5,129.5,130.0,-2.0,575.0
106/07/24,664290.0,85824990,129.5,131.0,128.5,129.5,-0.5,452.0
106/07/25,2984670.0,393352944,130.0,133.5,129.5,133.0,3.5,1469.0
106/07/26,2331833.0,297329873,128.0,129.0,126.5,126.5,-6.5,1245.0
106/07/27,765030.0,97753915,128.0,129.0,127.0,128.5,2.0,578.0
106/07/28,791156.0,99938889,128.0,128.5,124.0,127.0,-1.5,537.0
106/07/31,418123.0,52550180,126.0,126.5,125.0,126.5,-0.5,267.0
