日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/02/02,1222225.0,190850625,154.0,158.0,154.0,155.5,2.5,819.0
106/02/03,927534.0,143229770,157.5,157.5,152.5,153.5,-2.0,752.0
106/02/06,837910.0,128771772,154.5,155.5,152.5,152.5,-1.0,613.0
106/02/07,1748869.0,260749544,152.5,153.0,145.5,148.5,-4.0,1118.0
106/02/08,1131095.0,168793250,148.0,152.0,147.5,148.5,0.0,855.0
106/02/09,1716290.0,261820870,150.0,154.5,149.0,154.0,5.5,1273.0
106/02/10,848470.0,129408732,154.5,155.0,151.0,151.0,-3.0,660.0
106/02/13,1988289.0,292250412,149.0,149.5,145.0,148.5,-2.5,1339.0
106/02/14,1988504.0,287714317,148.5,149.5,142.0,142.0,-6.5,1300.0
106/02/15,1162501.0,166681644,143.0,144.5,142.0,144.5,2.5,864.0
106/02/16,527110.0,75697730,145.0,145.0,143.0,143.0,-1.5,433.0
106/02/17,743001.0,107874146,143.0,147.5,142.5,145.5,2.5,586.0
106/02/18,362307.0,52746015,146.5,147.0,145.0,145.0,-0.5,302.0
106/02/20,3985668.0,604656531,145.0,154.0,145.0,150.5,5.5,2849.0
106/02/21,1475218.0,217273369,150.5,150.5,145.5,146.0,-4.5,1111.0
106/02/22,624016.0,91259868,148.0,148.0,145.0,146.0,0.0,488.0
106/02/23,959200.0,139158300,147.0,147.5,143.0,143.5,-2.5,705.0
106/02/24,361104.0,51946080,144.0,145.0,143.0,144.5,1.0,298.0
