日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/08/01,1016668.0,68680122,68.0,68.0,66.8,68.0,0.0,657.0
102/08/02,1538400.0,103284977,68.7,69.1,66.0,66.0,-2.0,1014.0
102/08/05,780000.0,51944200,66.0,67.5,66.0,66.5,0.5,540.0
102/08/06,1090250.0,73548750,66.5,68.5,66.4,67.8,1.3,735.0
102/08/07,677064.0,46069179,67.8,68.9,67.2,67.3,-0.5,531.0
102/08/08,457118.0,31066865,67.4,68.7,67.3,67.9,0.6,317.0
102/08/09,530590.0,36371790,68.2,68.9,67.8,68.7,0.8,374.0
102/08/12,883436.0,60181404,69.0,69.5,67.5,67.5,-1.2,507.0
102/08/13,3565112.0,229316856,67.4,67.4,62.8,62.9,-4.6,2057.0
102/08/14,1797813.0,112522743,62.9,63.8,61.8,63.4,0.5,1183.0
102/08/15,828626.0,52491113,63.1,63.8,62.5,63.5,0.1,513.0
102/08/16,642151.0,40647188,63.0,63.6,62.9,63.5,0.0,437.0
102/08/19,554719.0,35445755,63.9,64.5,63.1,63.5,0.0,430.0
102/08/20,1302095.0,84619875,63.7,65.7,63.7,65.0,1.5,953.0
102/08/22,671155.0,42870420,64.1,64.6,63.3,63.8,-1.2,424.0
102/08/23,1228243.0,78273452,64.0,64.7,63.2,63.3,-0.5,741.0
102/08/26,1324273.0,82481679,61.1,63.3,60.9,62.7,-0.5999999999999943,843.0
102/08/27,637500.0,39249447,62.8,62.9,61.0,61.0,-1.7,467.0
102/08/28,653516.0,38906060,59.5,60.0,59.2,59.3,-1.7,466.0
102/08/29,465450.0,27863525,59.5,60.3,59.4,60.2,0.9,352.0
102/08/30,476250.0,29079050,61.0,61.6,60.6,60.7,0.5,347.0
