日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/06/01,1595790.0,132413650,83.1,84.9,80.8,81.6,1.5,1190.0
107/06/04,659429.0,54643620,81.6,84.2,81.6,83.0,1.4,556.0
107/06/05,388713.0,32577792,85.0,85.0,83.2,83.9,0.9,307.0
107/06/06,528759.0,45105500,84.8,87.5,84.0,86.5,2.6,432.0
107/06/07,875573.0,77224597,87.9,89.5,86.8,89.3,2.8,651.0
107/06/08,725362.0,63972156,89.3,89.6,87.2,88.2,-1.1,542.0
107/06/11,337026.0,29214253,88.2,88.2,86.2,86.8,-1.4,268.0
107/06/12,330046.0,28958316,86.8,89.4,86.8,88.5,1.7,262.0
107/06/13,258160.0,22658080,89.4,89.4,86.6,87.8,-0.7,221.0
107/06/14,241220.0,21163580,88.8,88.8,86.8,88.2,0.4,174.0
107/06/15,177223.0,15617624,88.2,88.5,87.5,88.3,0.1,158.0
107/06/19,158177.0,13787515,87.9,87.9,86.5,87.4,-0.9,129.0
107/06/20,354588.0,31321120,87.6,89.1,87.6,87.8,0.4,280.0
107/06/21,690700.0,62259850,89.0,91.5,88.4,90.3,2.5,539.0
107/06/22,445763.0,40408033,90.5,92.5,89.1,91.0,0.7,349.0
107/06/25,214500.0,19531449,91.0,91.8,90.2,91.0,0.0,180.0
107/06/26,268789.0,23951341,90.6,90.8,88.2,88.9,-2.1,201.0
107/06/27,187091.0,16844971,89.1,91.1,89.0,89.5,0.6,174.0
107/06/28,206163.0,18249325,89.2,90.0,88.0,88.0,-1.5,181.0
107/06/29,235300.0,20660848,89.4,89.4,87.2,87.5,-0.5,192.0
