日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/04/01,1553259.0,200789929,126.0,131.0,126.0,129.0,4.0,1171.0
108/04/02,1298631.0,170423661,129.5,132.5,128.0,131.0,2.0,1048.0
108/04/03,712120.0,94243140,132.5,133.5,131.5,131.5,0.5,617.0
108/04/08,1628395.0,219859300,135.0,136.5,132.5,134.0,2.5,1122.0
108/04/09,2692520.0,373824075,136.0,141.5,135.0,141.0,7.0,1990.0
108/04/10,1852273.0,258997493,142.0,143.0,137.0,141.5,0.5,1455.0
108/04/11,817187.0,114520180,141.5,141.5,139.0,139.5,-2.0,596.0
108/04/12,2084017.0,299850898,141.0,145.5,141.0,141.5,2.0,1510.0
108/04/15,5381719.0,818647301,142.0,155.5,142.0,155.5,14.0,3185.0
108/04/16,6839912.0,1070470806,159.0,159.5,151.5,155.5,0.0,4692.0
108/04/17,8510389.0,1410524463,157.5,171.0,155.5,167.0,11.5,5996.0
108/04/18,6629805.0,1149146806,168.0,181.0,167.0,172.5,5.5,4887.0
108/04/19,4087446.0,730699712,179.5,185.0,172.0,172.0,-0.5,3094.0
108/04/22,1396487.0,243334764,175.5,177.0,172.0,172.0,0.0,1054.0
108/04/23,1964536.0,327121440,173.5,173.5,162.5,164.0,-8.0,1546.0
108/04/24,4471469.0,794204920,167.0,180.0,167.0,180.0,16.0,2943.0
108/04/25,4470795.0,773887650,180.0,180.0,166.5,168.0,-12.0,3032.0
108/04/26,2319219.0,378230234,164.5,165.5,160.0,165.0,-3.0,1787.0
108/04/29,5596207.0,924703483,168.0,172.0,157.0,164.0,-1.0,4218.0
108/04/30,6878518.0,1163216668,162.5,175.0,158.5,173.0,9.0,5369.0
