日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/02/02,423001.0,37774989,90.0,90.5,89.0,89.1,-0.9,339.0
104/02/03,217600.0,19487358,89.8,90.0,89.2,89.6,0.5,161.0
104/02/04,506000.0,45353800,90.1,90.8,89.0,89.1,-0.5,361.0
104/02/05,200180.0,17847436,89.1,89.5,88.9,89.0,-0.1,171.0
104/02/06,265500.0,23694849,89.5,89.6,89.1,89.2,0.2,170.0
104/02/09,269276.0,23765026,89.2,89.4,87.6,87.7,-1.5,195.0
104/02/10,374643.0,32592418,87.7,88.1,86.5,86.8,-0.9,289.0
104/02/11,580456.0,50090877,86.8,87.7,85.6,85.6,-1.2,446.0
104/02/12,204000.0,17462000,86.0,86.2,85.3,85.3,-0.3,167.0
104/02/13,212522.0,18183981,85.6,86.0,85.3,85.6,0.3,172.0
104/02/24,230700.0,19892549,86.6,86.7,86.0,86.0,0.4,177.0
104/02/25,169590.0,14672815,86.3,86.9,86.1,86.8,0.8,155.0
104/02/26,184284.0,15908109,87.2,87.2,86.1,86.7,-0.1,156.0
