日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/03/01,2234935.0,132124322,60.1,60.3,58.0,58.5,-1.5,1242.0
102/03/04,1664305.0,97682340,58.0,59.9,57.5,58.5,0.0,1094.0
102/03/05,1579780.0,91477162,58.5,58.6,56.5,58.0,-0.5,875.0
102/03/06,1567250.0,92708575,58.7,59.9,58.0,58.7,0.7,953.0
102/03/07,907886.0,53244508,58.5,59.3,58.1,59.0,0.3,587.0
102/03/08,1298470.0,75423000,59.3,59.5,56.6,57.0,-2.0,777.0
102/03/11,1529550.0,86640274,57.0,58.0,55.6,56.5,-0.5,971.0
102/03/12,608613.0,34238382,56.5,57.0,55.9,55.9,-0.6,397.0
102/03/13,1704999.0,97276642,55.9,58.1,55.9,56.7,0.8,1104.0
102/03/14,859554.0,47760057,57.4,57.4,54.6,55.0,-1.7,557.0
102/03/15,737000.0,40607300,55.3,56.0,54.4,55.0,0.0,437.0
102/03/18,415456.0,22785180,55.5,55.5,54.4,55.0,0.0,264.0
102/03/19,567002.0,31531011,55.6,56.0,55.2,56.0,1.0,472.0
102/03/20,1220370.0,69274694,56.1,57.8,55.6,56.1,0.1,859.0
102/03/21,409058.0,23055088,56.1,56.8,56.1,56.4,0.3,293.0
102/03/22,671635.0,37221278,56.5,56.8,54.5,54.5,-1.9,485.0
102/03/25,707485.0,38835978,54.7,55.2,54.5,54.9,0.4,500.0
102/03/26,2511058.0,143700602,55.3,58.7,55.0,58.7,3.8,1608.0
102/03/27,3135060.0,185313883,59.8,59.9,58.0,58.0,-0.7,1706.0
102/03/28,1696001.0,98064957,58.8,58.8,57.2,57.3,-0.7,700.0
102/03/29,1004461.0,57642768,57.9,58.1,56.9,57.2,-0.1,616.0
