日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
108/04/01,28261025.0,1171619600,41.55,41.8,41.25,41.35,0.1,10132.0
108/04/02,23467533.0,974072590,41.65,41.7,41.3,41.4,0.05,7762.0
108/04/03,19088018.0,794119481,41.55,41.75,41.5,41.7,0.3,5804.0
108/04/08,28403967.0,1196467996,41.95,42.35,41.95,42.3,0.6,7941.0
108/04/09,28568686.0,1204294549,42.45,42.55,41.95,42.15,-0.15,9159.0
108/04/10,22819386.0,957651363,42.15,42.2,41.75,42.0,-0.15,8356.0
108/04/11,20905034.0,880822798,42.25,42.4,41.95,42.05,0.05,7234.0
108/04/12,19875284.0,836805178,42.2,42.3,41.95,42.0,-0.05,6161.0
108/04/15,18197589.0,769350147,42.2,42.5,42.1,42.5,0.5,6202.0
108/04/16,16141073.0,682729997,42.5,42.55,42.15,42.3,-0.2,5366.0
108/04/17,24015044.0,1008739698,42.4,42.45,41.9,41.95,-0.35,6969.0
108/04/18,29541234.0,1229984949,42.0,42.1,41.3,41.6,-0.35,8424.0
108/04/19,18966042.0,788761662,41.6,41.8,41.4,41.7,0.1,5862.0
108/04/22,30751985.0,1268438905,41.6,41.65,41.0,41.0,-0.7,9287.0
108/04/23,23165336.0,950545196,40.85,41.65,40.55,41.6,0.6,7190.0
108/04/24,16390191.0,681247626,41.75,41.75,41.35,41.55,-0.05,6423.0
108/04/25,13459252.0,558331855,41.5,41.8,41.3,41.8,0.25,5934.0
108/04/26,11300709.0,471505257,41.85,41.85,41.55,41.75,-0.05,4024.0
108/04/29,16073778.0,675143856,41.9,42.1,41.8,42.1,0.35,6157.0
108/04/30,9767628.0,411098364,42.1,42.25,41.95,42.0,-0.1,3476.0
