日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/01/05,2842933.0,122244519,43.4,43.4,42.8,43.0,-0.4,1489.0
104/01/06,7654419.0,324150031,42.5,42.6,42.1,42.25,-0.75,3660.0
104/01/07,8719024.0,368171551,42.25,42.55,41.85,42.1,-0.15,3348.0
104/01/08,8697776.0,369425923,42.25,42.65,42.1,42.25,0.15,3700.0
104/01/09,10494129.0,441333468,42.3,42.6,41.8,41.8,-0.45,3975.0
104/01/12,14743805.0,605441072,41.6,41.7,40.6,40.75,-1.05,6779.0
104/01/13,9078712.0,373745434,40.7,41.4,40.5,41.3,0.55,4133.0
104/01/14,10408761.0,428298461,41.3,41.7,40.9,41.3,0.0,4576.0
104/01/15,7820632.0,324407319,41.3,41.7,41.15,41.45,0.15,2787.0
104/01/16,13346241.0,550440143,41.45,41.65,41.0,41.45,0.0,3658.0
104/01/19,9378707.0,392959219,41.7,42.25,41.55,41.7,0.25,3752.0
104/01/20,9046317.0,378587229,41.7,42.0,41.35,41.8,0.1,3676.0
104/01/21,9839094.0,409902540,42.0,42.1,41.5,41.6,-0.2,4069.0
104/01/22,7736900.0,324570454,41.6,42.15,41.55,42.0,0.4,3129.0
104/01/23,6099711.0,257185590,42.3,42.3,42.05,42.25,0.25,2529.0
104/01/26,4801173.0,203249203,42.25,42.5,42.05,42.5,0.25,2321.0
104/01/27,5134639.0,218900662,42.65,42.7,42.5,42.7,0.2,2127.0
104/01/28,5952553.0,254396681,42.5,42.95,42.5,42.95,0.25,3218.0
104/01/29,8902479.0,377651751,42.7,42.75,42.1,42.1,-0.85,2963.0
104/01/30,10361097.0,441412912,42.45,42.9,42.3,42.6,0.5,2758.0
