日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
103/01/02,8173405.0,371441978,45.95,46.05,45.25,45.4,-0.85,2481.0
103/01/03,9962033.0,446523195,45.1,45.1,44.5,44.55,-0.85,4136.0
103/01/06,11744181.0,516191992,44.95,44.95,43.6,43.6,-0.95,4221.0
103/01/07,11592618.0,510158035,43.8,44.2,43.75,44.15,0.55,3108.0
103/01/08,18636200.0,818016466,44.2,44.45,43.65,43.9,-0.25,4995.0
103/01/09,21508405.0,934474752,44.0,44.25,42.55,42.9,-1.0,6942.0
103/01/10,12090549.0,523315373,42.9,43.8,42.7,43.8,0.9,4956.0
103/01/13,10387168.0,454241373,44.35,44.4,43.3,43.8,0.0,3391.0
103/01/14,8378495.0,368094069,43.5,44.15,43.4,44.1,0.3,3042.0
103/01/15,15911183.0,715073053,44.0,45.85,44.0,44.75,0.65,5114.0
103/01/16,16224498.0,721968762,45.1,45.75,43.9,44.0,-0.75,4940.0
103/01/17,15951249.0,700469745,44.0,44.15,43.7,43.8,-0.2,3552.0
103/01/20,7249236.0,319242734,44.0,44.45,43.85,44.15,0.35,2630.0
103/01/21,10737933.0,479414677,44.45,44.95,44.2,44.9,0.75,4888.0
103/01/22,10623591.0,479053430,44.95,45.25,44.9,45.2,0.3,4114.0
103/01/23,13175597.0,593525594,45.2,45.55,44.7,45.45,0.25,4285.0
103/01/24,9706544.0,435094280,45.35,45.35,44.25,45.35,-0.1,4305.0
103/01/27,13768249.0,611543913,44.5,44.7,44.0,44.3,-1.05,4861.0
