日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
104/03/02,5941698.0,255131507,43.3,43.3,42.55,42.65,-0.3,2665.0
104/03/03,6727209.0,289682295,42.95,43.25,42.75,43.25,0.6,3045.0
104/03/04,6063022.0,263659184,43.2,43.6,43.05,43.6,0.35,2274.0
104/03/05,4544261.0,196407473,43.6,43.6,43.0,43.0,-0.6,1956.0
104/03/06,4663289.0,202335210,43.2,43.55,42.9,43.35,0.35,1373.0
104/03/09,8534692.0,363356434,43.0,43.0,42.2,42.6,-0.75,3382.0
104/03/10,6967102.0,294623690,42.6,42.6,42.1,42.1,-0.5,3315.0
104/03/11,10202869.0,425246848,41.65,41.95,41.5,41.5,-0.6,4148.0
104/03/12,8015132.0,335956694,41.5,42.25,41.4,42.0,0.5,2720.0
104/03/13,5770369.0,244762542,42.15,42.6,42.05,42.25,0.25,2203.0
104/03/16,5677197.0,238398079,42.0,42.35,41.75,41.75,-0.5,2689.0
104/03/17,4360207.0,183214136,41.8,42.35,41.8,41.85,0.1,2006.0
104/03/18,5660897.0,239065888,41.9,42.6,41.85,42.3,0.45,3010.0
104/03/19,9321786.0,400086385,42.55,43.2,42.35,43.05,0.75,3834.0
104/03/20,13162845.0,556449580,42.3,42.6,42.1,42.25,-0.8,3705.0
104/03/23,3714785.0,157747090,42.25,42.55,42.25,42.5,0.25,1764.0
104/03/24,5899170.0,247835940,42.3,42.5,41.8,42.0,-0.5,2465.0
104/03/25,6739824.0,282790258,41.9,42.15,41.75,42.0,0.0,2265.0
104/03/26,5452727.0,229419284,41.8,42.2,41.75,42.2,0.2,1955.0
104/03/27,5476175.0,230206450,42.0,42.25,41.9,42.0,-0.2,1860.0
104/03/30,7783429.0,332894587,42.75,42.95,42.5,42.75,0.75,3098.0
104/03/31,17432697.0,761891541,43.2,44.2,43.0,44.1,1.35,6254.0
