時間,成交價,成交張數
09:31:55,"1,170",4
09:31:35,"1,170",1
09:31:30,"1,170",28
09:31:25,"1,165",1
09:31:20,"1,170",6
09:31:10,"1,165",11
09:31:05,"1,165",1
09:31:00,"1,170",5
09:30:55,"1,170",1
09:30:45,"1,170",1
09:30:40,"1,170",11
09:30:35,"1,170",1
09:30:30,"1,170",13
09:30:25,"1,170",13
09:30:20,"1,170",7
09:30:15,"1,170",36
09:30:10,"1,170",26
09:30:05,"1,170",22
09:30:00,"1,170",21
09:29:55,"1,165",1
09:29:50,"1,165",83
09:29:45,"1,170",169
09:29:40,"1,175",1
09:29:10,"1,175",1
09:28:55,"1,180",4
09:28:30,"1,175",1
09:28:00,"1,180",1
09:27:55,"1,175",1
09:27:25,"1,175",1
09:27:10,"1,180",1
09:27:05,"1,180",12
09:26:55,"1,175",1
09:26:45,"1,175",23
09:26:35,"1,175",1
09:26:10,"1,180",1
09:26:05,"1,180",3
09:25:50,"1,175",1
09:25:20,"1,180",4
09:25:15,"1,180",2
09:25:05,"1,175",3
09:25:00,"1,180",9
09:24:55,"1,175",1
09:24:40,"1,180",3
09:24:35,"1,180",7
09:24:30,"1,175",1
09:24:10,"1,175",1
09:23:55,"1,180",2
09:23:50,"1,175",1
09:23:20,"1,180",2
09:23:10,"1,175",1
09:23:00,"1,175",2
09:22:40,"1,175",1
09:22:25,"1,180",3
09:22:10,"1,180",1
09:22:00,"1,175",1
09:21:45,"1,180",1
09:21:40,"1,180",2
09:20:40,"1,180",2
09:20:35,"1,180",3
09:20:20,"1,175",1
09:19:55,"1,180",1
09:19:30,"1,180",1
09:19:10,"1,180",2
09:18:55,"1,180",1
09:18:50,"1,180",1
09:18:45,"1,180",82
09:18:35,"1,175",3
