時間,成交價,成交張數
2024-05-19 12:28:50,512.0,1.0
2024-05-19 12:28:45,512.0,1.0
2024-05-19 12:28:35,512.0,1.0
2024-05-19 12:28:30,512.0,1.0
2024-05-19 12:28:20,511.0,2.0
2024-05-19 12:28:15,511.0,3.0
2024-05-19 12:28:10,510.0,1.0
2024-05-19 12:28:05,511.0,1.0
2024-05-19 12:28:00,512.0,1.0
2024-05-19 12:27:55,512.0,1.0
2024-05-19 12:27:45,512.0,1.0
2024-05-19 12:27:40,512.0,1.0
2024-05-19 12:27:30,512.0,3.0
2024-05-19 12:27:25,512.0,1.0
2024-05-19 12:27:20,512.0,2.0
2024-05-19 12:27:15,511.0,1.0
2024-05-19 12:27:10,512.0,2.0
2024-05-19 12:27:05,512.0,1.0
2024-05-19 12:26:55,512.0,1.0
2024-05-19 12:26:50,512.0,1.0
2024-05-19 12:26:40,511.0,1.0
2024-05-19 12:26:35,511.0,1.0
2024-05-19 12:26:30,511.0,1.0
2024-05-19 12:26:20,511.0,6.0
2024-05-19 12:26:15,511.0,1.0
2024-05-19 12:26:05,511.0,2.0
2024-05-19 12:26:00,511.0,1.0
2024-05-19 12:25:55,512.0,1.0
2024-05-19 12:25:50,512.0,1.0
2024-05-19 12:25:45,512.0,1.0
2024-05-19 12:25:40,512.0,1.0
2024-05-19 12:25:35,511.0,18.0
2024-05-19 12:25:30,512.0,1.0
2024-05-19 12:25:25,512.0,1.0
2024-05-19 12:25:15,512.0,1.0
2024-05-19 12:25:10,512.0,1.0
2024-05-19 12:25:05,512.0,2.0
2024-05-19 12:25:00,512.0,1.0
2024-05-19 12:24:55,512.0,1.0
2024-05-19 12:24:50,512.0,2.0
2024-05-19 12:24:45,512.0,1.0
2024-05-19 12:24:35,512.0,1.0
2024-05-19 12:24:30,512.0,1.0
2024-05-19 12:24:20,512.0,1.0
2024-05-19 12:24:15,512.0,1.0
2024-05-19 12:24:10,512.0,2.0
2024-05-19 12:24:05,511.0,1.0
2024-05-19 12:24:00,512.0,1.0
2024-05-19 12:23:55,512.0,1.0
2024-05-19 12:23:45,512.0,1.0
2024-05-19 12:23:40,512.0,1.0
2024-05-19 12:23:30,512.0,2.0
2024-05-19 12:23:25,512.0,1.0
2024-05-19 12:23:20,512.0,1.0
2024-05-19 12:23:10,512.0,1.0
2024-05-19 12:23:05,512.0,1.0
2024-05-19 12:23:00,511.0,1.0
2024-05-19 12:22:55,512.0,1.0
2024-05-19 12:22:50,512.0,2.0
2024-05-19 12:22:45,512.0,1.0
2024-05-19 12:22:35,512.0,1.0
2024-05-19 12:22:30,512.0,1.0
2024-05-19 12:22:25,512.0,1.0
2024-05-19 12:22:20,512.0,1.0
2024-05-19 12:22:15,512.0,1.0
2024-05-19 12:22:05,512.0,1.0
2024-05-19 12:22:00,512.0,1.0
2024-05-19 12:21:55,512.0,1.0
2024-05-19 12:21:45,512.0,1.0
2024-05-19 12:21:40,512.0,1.0
2024-05-19 12:21:35,512.0,1.0
2024-05-19 12:21:30,512.0,2.0
2024-05-19 12:21:25,512.0,1.0
2024-05-19 12:21:20,512.0,1.0
2024-05-19 12:21:15,512.0,2.0
2024-05-19 12:21:10,512.0,1.0
2024-05-19 12:21:05,512.0,1.0
2024-05-19 12:20:55,512.0,3.0
2024-05-19 12:20:50,512.0,2.0
2024-05-19 12:20:40,512.0,1.0
2024-05-19 12:20:35,512.0,2.0
2024-05-19 12:20:30,512.0,1.0
2024-05-19 12:20:20,512.0,1.0
2024-05-19 12:20:15,512.0,3.0
2024-05-19 12:20:05,512.0,2.0
2024-05-19 12:20:00,512.0,2.0
2024-05-19 12:19:55,512.0,1.0
2024-05-19 12:19:50,512.0,1.0
