日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/11/01,42123141.0,16428079355,388.5,393.0,386.0,391.5,1.5,29780.0
111/11/02,23169428.0,9091891929,391.0,395.0,388.5,395.0,3.5,22285.0
111/11/03,42092776.0,16201844314,385.0,387.0,383.5,384.0,-11.0,52660.0
111/11/04,30839846.0,11762941797,381.0,384.5,378.5,382.0,-2.0,26895.0
111/11/07,37704746.0,14710405524,390.0,393.0,387.0,390.0,8.0,30880.0
111/11/08,32576136.0,12954941396,395.0,399.5,394.0,399.0,9.0,35956.0
111/11/09,56357663.0,23188739823,403.5,417.0,403.5,417.0,18.0,67569.0
111/11/10,33671621.0,13757669359,409.0,411.5,406.0,407.5,-9.5,36471.0
111/11/11,83770040.0,36838808146,441.5,442.0,435.0,441.5,34.0,100349.0
111/11/14,63282094.0,28257175788,450.0,450.0,441.5,445.0,3.5,48957.0
111/11/15,118536865.0,56191637241,465.0,487.0,462.0,480.0,35.0,139136.0
111/11/16,88416393.0,43103738374,491.5,494.0,481.5,487.0,7.0,98338.0
111/11/17,46850915.0,22547582604,482.5,485.0,475.0,485.0,-2.0,57331.0
111/11/18,37001332.0,18131673834,491.5,494.0,486.0,487.0,2.0,41694.0
111/11/21,30609465.0,14843805078,487.5,489.5,480.5,482.0,-5.0,35815.0
111/11/22,39329440.0,19112616916,476.0,491.0,476.0,491.0,9.0,40964.0
111/11/23,34752559.0,17111333375,494.5,496.0,488.5,492.0,1.0,32889.0
111/11/24,28477359.0,14073196704,494.0,496.0,492.0,496.0,4.0,34387.0
111/11/25,41461805.0,20594790238,494.0,498.0,494.0,498.0,2.0,34399.0
111/11/28,40815045.0,19790586320,486.0,490.0,480.5,480.5,-17.5,57163.0
111/11/29,40266315.0,19374604221,473.5,488.0,473.0,487.0,6.5,35929.0
111/11/30,60728041.0,29643130386,483.0,490.0,482.5,490.0,3.0,25325.0
