日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/04/02,19029003.0,4702581241,248.5,249.0,245.0,246.5,-1.0,6951.0
107/04/03,35813944.0,8710200224,243.0,244.5,242.0,244.0,-2.5,13270.0
107/04/09,35465824.0,8716801768,248.0,248.0,243.5,245.0,1.0,12437.0
107/04/10,25268994.0,6231896018,244.5,249.0,243.5,245.5,0.5,11912.0
107/04/11,21777935.0,5391978180,246.5,248.5,246.5,248.0,2.5,8813.0
107/04/12,20476657.0,5028226522,248.5,248.5,244.0,245.0,-3.0,6898.0
107/04/13,19946548.0,4885963546,246.0,246.0,244.0,244.5,-0.5,5549.0
107/04/16,21608528.0,5251556179,243.0,244.0,242.0,243.5,-1.0,8436.0
107/04/17,42756389.0,10232256860,243.0,243.5,237.5,238.0,-5.5,18381.0
107/04/18,44768048.0,10668587090,239.5,241.5,236.5,238.0,0.0,12132.0
107/04/19,33230989.0,8081404960,242.0,244.5,241.0,244.5,6.5,10987.0
107/04/20,129890087.0,29837344632,228.0,231.5,228.0,229.0,-15.5,46349.0
107/04/23,71901975.0,16282275410,226.5,227.5,225.0,226.5,-2.5,22048.0
107/04/24,45206892.0,10233860296,225.0,227.5,225.0,227.0,0.5,13970.0
107/04/25,48975110.0,11032111105,225.5,226.0,224.0,225.0,-2.0,15136.0
107/04/26,48176657.0,10766085521,225.0,225.5,221.0,222.0,-3.0,16253.0
107/04/27,34443459.0,7679131764,225.0,225.5,221.0,223.5,1.5,10859.0
107/04/30,28500789.0,6448117416,224.5,228.0,222.5,227.0,3.5,9480.0
