日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/10/03,3880189.0,55682947,14.4,14.45,14.3,14.35,0.05,2165.0
105/10/04,5539034.0,80324275,14.4,14.6,14.35,14.6,0.25,2654.0
105/10/05,3186618.0,46272212,14.5,14.6,14.45,14.55,-0.05,1652.0
105/10/06,3641006.0,52838386,14.55,14.55,14.4,14.55,0.0,1952.0
105/10/07,8215015.0,120301131,14.55,14.75,14.45,14.75,0.2,3131.0
105/10/11,6612802.0,96428236,14.8,14.85,14.45,14.6,-0.15,2520.0
105/10/12,4409273.0,64559410,14.6,14.75,14.45,14.65,0.05,1454.0
105/10/13,3684348.0,53790456,14.7,14.7,14.55,14.6,-0.05,1948.0
105/10/14,3283826.0,47584460,14.6,14.6,14.45,14.45,-0.15,1273.0
105/10/17,3887006.0,56450729,14.5,14.6,14.4,14.55,0.1,1948.0
105/10/18,2626129.0,38074546,14.55,14.55,14.45,14.55,0.0,1113.0
105/10/19,3446876.0,50077499,14.55,14.6,14.45,14.55,0.0,1360.0
105/10/20,3921276.0,57076467,14.55,14.6,14.5,14.55,0.0,1594.0
105/10/21,6382833.0,93113542,14.6,14.6,14.5,14.6,0.05,1257.0
105/10/24,4688386.0,68601264,14.6,14.7,14.5,14.7,0.1,1134.0
105/10/25,2160137.0,31616880,14.7,14.7,14.55,14.65,-0.05,984.0
105/10/26,2472558.0,36146537,14.6,14.7,14.55,14.6,-0.05,1228.0
105/10/27,26457735.0,398874375,14.75,15.25,14.75,15.1,0.5,6166.0
105/10/28,8744296.0,131063640,15.05,15.1,14.8,15.1,0.0,2841.0
105/10/31,11610173.0,175496671,15.1,15.25,14.95,15.2,0.1,3441.0
