日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/10/02,4299921.0,63865889,14.85,14.95,14.75,14.9,0.1,1273.0
106/10/03,3160484.0,46830338,14.95,14.95,14.75,14.8,-0.1,1252.0
106/10/05,4148152.0,61587244,14.8,14.9,14.8,14.85,0.05,1219.0
106/10/06,2219049.0,32900207,14.85,14.9,14.8,14.85,0.0,888.0
106/10/11,6029955.0,89877867,14.9,14.95,14.85,14.9,0.05,2325.0
106/10/12,6061639.0,89723608,14.9,14.9,14.75,14.8,-0.1,1555.0
106/10/13,5393433.0,80464108,14.8,15.0,14.75,15.0,0.2,1808.0
106/10/16,6443542.0,96178793,15.1,15.1,14.85,15.0,0.0,1885.0
106/10/17,4735510.0,70428657,15.0,15.0,14.8,14.9,-0.1,1576.0
106/10/18,9264306.0,136185863,14.9,14.9,14.65,14.65,-0.25,2810.0
106/10/19,6977466.0,102990025,14.7,14.85,14.6,14.8,0.15,2688.0
106/10/20,7205700.0,105994040,14.7,14.75,14.65,14.7,-0.1,1944.0
106/10/23,7689001.0,114113281,14.75,15.0,14.7,14.9,0.2,1655.0
106/10/24,18658154.0,282205456,15.0,15.3,14.85,15.1,0.2,3774.0
106/10/25,7253948.0,109893772,15.2,15.3,15.05,15.1,0.0,2229.0
106/10/26,4227114.0,63545209,15.15,15.2,14.9,14.95,-0.15,1388.0
106/10/27,5330619.0,80215620,15.05,15.2,14.95,15.0,0.05,1383.0
106/10/30,4642410.0,69697578,15.05,15.1,14.95,14.95,-0.05,1129.0
106/10/31,7383340.0,109761426,14.95,15.0,14.8,14.85,-0.1,2021.0
