日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/10/03,54443025.0,1536579622,27.65,28.7,27.5,28.0,-0.2,20202.0
111/10/04,61786371.0,1740092153,28.7,28.85,27.85,27.9,-0.1,20839.0
111/10/05,46106206.0,1292700714,28.3,28.4,27.8,27.85,-0.05,16553.0
111/10/06,51405266.0,1453642120,28.05,28.85,27.85,28.6,0.75,16645.0
111/10/07,66580031.0,1934597278,28.4,29.5,28.3,29.15,0.55,23083.0
111/10/11,53210377.0,1504045194,28.8,28.9,27.55,28.1,-1.05,21554.0
111/10/12,48106551.0,1348112129,28.6,28.6,27.65,27.9,-0.2,18396.0
111/10/13,132262760.0,3390113174,27.65,27.7,25.15,25.15,-2.75,47373.0
111/10/14,219837846.0,5364418004,25.2,25.45,23.7,24.35,-0.8,63313.0
111/10/17,122205245.0,2894490499,23.95,24.5,22.8,24.25,-0.1,34711.0
111/10/18,67223020.0,1649841509,24.65,24.95,24.2,24.3,0.05,19678.0
111/10/19,49285332.0,1194262761,24.3,24.65,23.9,24.1,-0.2,15552.0
111/10/20,57243070.0,1332579118,23.6,23.65,22.9,23.5,-0.6,17649.0
111/10/21,59435564.0,1404870964,23.75,24.35,23.1,23.15,-0.35,20283.0
111/10/24,31630510.0,749380758,23.7,24.0,23.4,23.4,0.25,9860.0
111/10/25,35124608.0,815949048,23.45,23.6,23.0,23.1,-0.3,11848.0
111/10/26,35442937.0,813652030,23.4,23.4,22.75,22.9,-0.2,11675.0
111/10/27,45767174.0,1078812734,23.2,23.95,23.1,23.75,0.85,13910.0
111/10/28,57032537.0,1369238733,23.75,24.45,23.6,23.65,-0.1,19042.0
111/10/31,29653092.0,699636584,23.95,24.0,23.4,23.4,-0.25,10881.0
