日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/02/01,9671081.0,167276686,17.55,17.55,17.1,17.3,-0.25,3676.0
105/02/02,6372460.0,110757102,17.4,17.5,17.25,17.4,0.1,2060.0
105/02/03,6746669.0,116175446,17.35,17.35,17.15,17.15,-0.25,2249.0
105/02/15,11122120.0,192859414,17.4,17.5,17.2,17.3,0.15,3098.0
105/02/16,9266850.0,162099736,17.55,17.6,17.35,17.5,0.2,2340.0
105/02/17,12453962.0,219636319,17.6,17.8,17.45,17.65,0.15,3182.0
105/02/18,14411775.0,252813405,17.7,17.8,17.35,17.4,-0.25,3559.0
105/02/19,7684100.0,133715432,17.5,17.6,17.3,17.35,-0.05,2419.0
105/02/22,46483748.0,849125198,17.5,18.7,17.5,18.15,0.8,11272.0
105/02/23,22828915.0,413840152,18.45,18.45,17.8,17.9,-0.25,6051.0
105/02/24,13692783.0,246765438,18.0,18.2,17.9,18.0,0.1,3841.0
105/02/25,12451939.0,222343556,18.0,18.1,17.75,17.75,-0.25,3010.0
105/02/26,8657760.0,153814835,17.9,17.9,17.7,17.85,0.1,2068.0
