日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/11/01,490999.0,7400435,15.15,15.15,14.95,15.0,0.0,263.0
102/11/04,578928.0,8801970,14.95,15.35,14.95,15.1,0.1,272.0
102/11/05,505115.0,7641461,15.05,15.3,15.0,15.05,-0.05,313.0
102/11/06,441813.0,6543642,15.05,15.05,14.7,14.8,-0.25,184.0
102/11/07,436169.0,6388862,14.8,14.8,14.55,14.6,-0.2,169.0
102/11/08,218366.0,3188703,14.6,14.7,14.5,14.55,-0.05,98.0
102/11/11,221899.0,3237923,14.6,14.7,14.55,14.65,0.1,101.0
102/11/12,179937.0,2630738,14.7,14.7,14.5,14.5,-0.15,99.0
102/11/13,270718.0,3902848,14.5,14.6,14.25,14.25,-0.25,130.0
102/11/14,134797.0,1945784,14.3,14.5,14.3,14.45,0.2,69.0
102/11/15,252569.0,3676146,14.4,14.6,14.4,14.6,0.15,111.0
102/11/18,332652.0,4861903,14.6,14.75,14.5,14.55,-0.05,103.0
102/11/19,185045.0,2717303,14.7,14.75,14.6,14.75,0.2,88.0
102/11/20,383518.0,5690987,14.9,14.9,14.8,14.85,0.1,125.0
102/11/21,393941.0,5773933,14.85,14.85,14.55,14.7,-0.15,132.0
102/11/22,121970.0,1785412,14.55,14.75,14.55,14.55,-0.15,56.0
102/11/25,216308.0,3179318,14.6,14.8,14.6,14.8,0.25,75.0
102/11/26,7242900.0,113582461,14.8,15.8,14.65,15.35,0.55,1404.0
102/11/27,6477247.0,102056195,15.5,16.1,15.45,15.5,0.15,1707.0
102/11/28,3993460.0,62663773,15.6,15.95,15.5,15.55,0.05,1144.0
102/11/29,2156017.0,33676455,15.8,15.85,15.5,15.55,0.0,518.0
