日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/06/01,794953.0,10419239,13.2,13.2,13.1,13.1,-0.1,64.0
101/06/04,1354755.0,17381135,13.0,13.0,12.65,12.8,-0.3,131.0
101/06/05,752292.0,9714114,12.8,13.0,12.8,12.9,0.1,85.0
101/06/06,929959.0,11950623,12.9,12.9,12.8,12.8,-0.1,149.0
101/06/07,667507.0,8636284,12.9,13.0,12.85,12.85,0.05,81.0
101/06/08,2430984.0,31364543,12.85,13.0,12.85,12.9,0.05,95.0
101/06/11,1197465.0,15578995,12.95,13.1,12.9,13.1,0.2,109.0
101/06/12,793000.0,10402900,13.05,13.2,13.0,13.15,0.05,150.0
101/06/13,590076.0,7763047,13.2,13.25,12.9,13.25,0.1,242.0
101/06/14,646877.0,8554677,13.15,13.25,13.15,13.25,0.0,80.0
101/06/15,2059142.0,28169540,13.25,14.15,13.25,14.15,0.9,505.0
101/06/18,1512034.0,20869865,14.0,14.0,13.65,13.85,-0.3,321.0
101/06/19,504513.0,6970574,13.9,13.9,13.7,13.7,-0.15,120.0
101/06/20,254856.0,3508507,13.75,13.85,13.7,13.8,0.1,102.0
101/06/21,160262.0,2196145,13.75,13.75,13.6,13.65,-0.15,78.0
101/06/22,228728.0,3106725,13.45,13.65,13.45,13.6,-0.05,77.0
101/06/25,739322.0,10053120,13.55,13.65,13.5,13.5,-0.1,115.0
101/06/26,776417.0,10451432,13.5,13.5,13.45,13.45,-0.05,99.0
101/06/27,689228.0,9288602,13.4,13.5,13.4,13.45,0.0,78.0
101/06/28,324945.0,4377409,13.5,13.55,13.4,13.4,-0.05,80.0
101/06/29,706592.0,9524807,13.45,13.55,13.4,13.55,0.15,102.0
