日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/01/04,1285646.0,24523187,19.15,19.2,18.85,19.2,0.15,473.0
110/01/05,609695.0,11644129,19.2,19.3,19.0,19.0,-0.2,295.0
110/01/06,1446704.0,27139855,19.1,19.1,18.5,18.75,-0.25,529.0
110/01/07,624537.0,11674060,18.75,18.8,18.6,18.7,-0.05,214.0
110/01/08,971357.0,17938256,18.7,18.7,18.35,18.6,-0.1,361.0
110/01/11,529949.0,9754538,18.4,18.7,18.25,18.4,-0.2,282.0
110/01/12,1147417.0,20711770,18.4,18.4,17.9,18.0,-0.4,508.0
110/01/13,1007672.0,18189156,18.0,18.2,17.8,18.2,0.2,441.0
110/01/14,1221860.0,21845768,18.15,18.15,17.75,17.8,-0.4,495.0
110/01/15,1951624.0,33945788,17.8,17.85,17.2,17.2,-0.6,940.0
110/01/18,1195869.0,20391201,17.2,17.25,16.8,17.2,0.0,551.0
110/01/19,800446.0,13765769,17.2,17.4,17.05,17.15,-0.05,439.0
110/01/20,1738385.0,29105621,17.0,17.05,16.6,16.7,-0.45,680.0
110/01/21,1270269.0,21154022,16.7,16.85,16.45,16.55,-0.15,574.0
110/01/22,1325828.0,21944126,16.85,16.9,16.4,16.9,0.35,694.0
110/01/25,504694.0,8499270,16.8,17.0,16.65,17.0,0.1,190.0
110/01/26,603969.0,10098285,17.0,17.0,16.6,16.7,-0.3,363.0
110/01/27,387881.0,6500947,16.9,16.9,16.7,16.75,0.05,165.0
110/01/28,393712.0,6549142,16.7,16.75,16.55,16.65,-0.1,187.0
110/01/29,664436.0,11007851,16.6,16.65,16.5,16.5,-0.15,314.0
